item_id	Category	itemID
44482	Food & Restaurants|Bars & Nightlife	251
44621	Asian|Food & Restaurants	252
44630	Food & Restaurants|Asian	253
44721	Bars & Nightlife|Food & Restaurants|Asian	254
44725	Food & Restaurants|Asian	255
44728	Food & Restaurants|Event Services|Coffee,Tea & Desserts	256
45399	Food & Restaurants	257
46022	Asian|Food & Restaurants	258
46222	Food & Restaurants	259
46256	Food & Restaurants	260
46281	Arts & Entertainment|Health & Beauty|Event Services|Travel & Transportation	261
46801	Food & Restaurants|Asian	262
47192	Asian|Food & Restaurants	263
47260	Food & Restaurants|Asian	264
47462	Active Life & Fitness|Sports & Recreation	265
47612	Food & Restaurants|Coffee,Tea & Desserts	266
47903	Coffee,Tea & Desserts|Food & Restaurants|Specialty Food & Groceries	267
48325	Asian|Food & Restaurants	268
48872	Asian|Food & Restaurants	269
48910	Arts & Entertainment|Bars & Nightlife|Event Services|Travel & Transportation	270
48935	Food & Restaurants|Asian	271
49168	Food & Restaurants	272
49169	Asian|Drinks & Spirits|Food & Restaurants|Bars & Nightlife	273
49201	Food & Restaurants	274
49249	Food & Restaurants	275
49296	Asian|Food & Restaurants	276
49322	Event Services|Food & Restaurants	277
49420	Bars & Nightlife|Food & Restaurants|Asian	278
49667	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	279
49673	Food & Restaurants|Bars & Nightlife	280
49695	Food & Restaurants|Coffee,Tea & Desserts	281
49998	Food & Restaurants|Bars & Nightlife	282
50579	Food & Restaurants|Asian|Specialty Food & Groceries	283
50665	Food & Restaurants	284
50953	Technology & Electronics|Shopping & Fashion	285
50955	Food & Restaurants|Arts & Entertainment|Drinks & Spirits	286
51178	Arts & Entertainment|Bars & Nightlife|Food & Restaurants	287
51411	Food & Restaurants	288
51680	Food & Restaurants|Asian	289
51698	Food & Restaurants	290
51747	Drinks & Spirits|Shopping & Fashion|Food & Restaurants|Specialty Food & Groceries|Miscellaneous	291
51754	Food & Restaurants|Bars & Nightlife	292
51995	Food & Restaurants|Bars & Nightlife|Coffee,Tea & Desserts	293
52201	Bars & Nightlife|Food & Restaurants	294
52338	Arts & Entertainment|Bars & Nightlife|Sports & Recreation	295
52353	Food & Restaurants	296
52424	Food & Restaurants|Coffee,Tea & Desserts	297
52684	Asian|Food & Restaurants	298
52748	Food & Restaurants	299
52883	Food & Restaurants|Bars & Nightlife	300
53182	Shopping & Fashion|Home & Garden|Miscellaneous	301
53423	Food & Restaurants	302
53697	Food & Restaurants	303
54242	Asian|Food & Restaurants	304
54244	Food & Restaurants	305
54354	Food & Restaurants|Coffee,Tea & Desserts	306
54471	Food & Restaurants	307
55208	Food & Restaurants	308
55262	Bars & Nightlife|Food & Restaurants	309
55273	Asian|Food & Restaurants	310
55444	Coffee,Tea & Desserts|Food & Restaurants	311
55478	Food & Restaurants|Asian	312
55517	Active Life & Fitness|Food & Restaurants|Arts & Entertainment|Sports & Recreation|Bars & Nightlife	313
55527	Arts & Entertainment|Event Services|Travel & Transportation	314
55691	Food & Restaurants	315
55711	Asian|Food & Restaurants	316
55882	Bars & Nightlife|Event Services|Food & Restaurants	317
55923	Bars & Nightlife|Food & Restaurants	318
56053	Food & Restaurants	319
57057	Health & Beauty	320
57255	Active Life & Fitness|Outdoor Activities|Arts & Entertainment	321
57510	Food & Restaurants	322
57542	Food & Restaurants|Asian	323
57765	Food & Restaurants	324
57769	Bars & Nightlife|Event Services|Food & Restaurants	325
57771	Bars & Nightlife	326
57773	Food & Restaurants|Coffee,Tea & Desserts	327
58180	Asian|Food & Restaurants|Specialty Food & Groceries	328
58414	Bars & Nightlife|Food & Restaurants|Specialty Food & Groceries	329
58524	Asian|Food & Restaurants|Bars & Nightlife	330
59075	Asian|Food & Restaurants	331
59218	Food & Restaurants|Coffee,Tea & Desserts	332
59848	Food & Restaurants	333
60515	Food & Restaurants	334
60552	Food & Restaurants|Asian	335
60778	Shopping & Fashion	336
60821	Food & Restaurants|Event Services	337
60910	Food & Restaurants	338
61072	Asian|Bars & Nightlife|Food & Restaurants	339
61116	Food & Restaurants|Coffee,Tea & Desserts	340
61281	Food & Restaurants	341
61555	Food & Restaurants|Bars & Nightlife	342
62177	Asian|Food & Restaurants	343
62242	Arts & Entertainment|Bars & Nightlife	344
62369	Food & Restaurants	345
62624	Food & Restaurants	346
62666	Food & Restaurants|Coffee,Tea & Desserts	347
62724	Food & Restaurants	348
62813	Food & Restaurants	349
62826	Arts & Entertainment|Event Services|Travel & Transportation	350
62850	Food & Restaurants	351
62958	Arts & Entertainment|Event Services|Travel & Transportation	352
63221	Food & Restaurants|Drinks & Spirits	353
63643	Food & Restaurants	354
63864	Asian|Food & Restaurants	355
63980	Food & Restaurants|Asian|Specialty Food & Groceries	356
64163	Drinks & Spirits|Event Services|Shopping & Fashion|Food & Restaurants|Specialty Food & Groceries	357
64164	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	358
64345	Arts & Entertainment	359
64612	Food & Restaurants|Asian	360
64751	Food & Restaurants	361
65471	Bars & Nightlife|Asian|Food & Restaurants	362
65525	Food & Restaurants	363
65670	Active Life & Fitness|Arts & Entertainment|Sports & Recreation|Event Services|Travel & Transportation	364
65925	Food & Restaurants|Coffee,Tea & Desserts	365
66032	Food & Restaurants|Bars & Nightlife	366
66071	Coffee,Tea & Desserts|Food & Restaurants	367
66339	Arts & Entertainment|Food & Restaurants|Public Services & Community	368
66387	Event Services|Food & Restaurants	369
67020	Arts & Entertainment|Event Services|Travel & Transportation	370
67051	Food & Restaurants|Coffee,Tea & Desserts	371
67139	Food & Restaurants|Drinks & Spirits	372
67303	Bars & Nightlife|Food & Restaurants	373
67861	Asian|Food & Restaurants	374
68043	Arts & Entertainment|Event Services|Travel & Transportation	375
68094	Food & Restaurants	376
68330	Food & Restaurants	377
68607	Food & Restaurants	378
68669	Food & Restaurants	379
68784	Shopping & Fashion|Food & Restaurants	380
68913	Food & Restaurants|Bars & Nightlife	381
69288	Food & Restaurants|Bars & Nightlife	382
69652	Active Life & Fitness|Arts & Entertainment|Bars & Nightlife|Food & Restaurants	383
69939	Food & Restaurants	384
69943	Food & Restaurants|Coffee,Tea & Desserts	385
69949	Food & Restaurants	386
70312	Asian|Food & Restaurants	387
70416	Bars & Nightlife|Food & Restaurants	388
70643	Asian|Food & Restaurants	389
70848	Food & Restaurants	390
70982	Food & Restaurants|Coffee,Tea & Desserts	391
71109	Food & Restaurants|Asian	392
71346	Food & Restaurants|Coffee,Tea & Desserts	393
71501	Coffee,Tea & Desserts|Food & Restaurants|Specialty Food & Groceries	394
71879	Food & Restaurants|Asian	395
71901	Education & Learning|Public Services & Community	396
72013	Food & Restaurants|Coffee,Tea & Desserts	397
72578	Food & Restaurants|Specialty Food & Groceries	398
72764	Asian|Food & Restaurants	399
73108	Food & Restaurants|Asian	400
73173	Food & Restaurants|Asian	401
73339	Arts & Entertainment|Event Services|Travel & Transportation	402
73665	Arts & Entertainment	403
73669	Food & Restaurants	404
73954	Asian|Food & Restaurants	405
74394	Food & Restaurants	406
74425	Health & Beauty	407
74624	Bars & Nightlife|Food & Restaurants	408
74994	Food & Restaurants	409
75841	Food & Restaurants	410
76420	Food & Restaurants	411
76501	Asian|Food & Restaurants	412
76766	Bars & Nightlife|Event Services	413
77018	Food & Restaurants	414
77353	Arts & Entertainment|Event Services|Travel & Transportation	415
78042	Food & Restaurants	416
78192	Food & Restaurants	417
78313	Bars & Nightlife|Food & Restaurants	418
78410	Food & Restaurants	419
78656	Food & Restaurants|Bars & Nightlife	420
78745	Arts & Entertainment|Event Services|Travel & Transportation	421
78746	Food & Restaurants	422
79034	Asian|Food & Restaurants	423
79301	Food & Restaurants|Coffee,Tea & Desserts	424
79641	Food & Restaurants|Asian	425
79817	Asian|Food & Restaurants	426
79982	Food & Restaurants|Bars & Nightlife	427
80002	Food & Restaurants	428
80095	Food & Restaurants	429
80437	Food & Restaurants	430
80597	Food & Restaurants	431
80635	Event Services|Food & Restaurants	432
80649	Food & Restaurants	433
81397	Food & Restaurants|Event Services	434
81453	Food & Restaurants|Bars & Nightlife	435
81577	Drinks & Spirits|Food & Restaurants|Asian	436
81715	Food & Restaurants	437
81803	Coffee,Tea & Desserts|Food & Restaurants|Bars & Nightlife	438
81856	Food & Restaurants|Coffee,Tea & Desserts	439
82291	Arts & Entertainment|Bars & Nightlife	440
82367	Asian|Food & Restaurants	441
82826	Asian|Food & Restaurants	442
82852	Food & Restaurants|Specialty Food & Groceries|Asian	443
83104	Active Life & Fitness|Sports & Recreation|Outdoor Activities	444
83578	Food & Restaurants|Asian	445
83803	Food & Restaurants	446
84037	Active Life & Fitness|Outdoor Activities|Family & Kids	447
84104	Food & Restaurants|Asian	448
84272	Arts & Entertainment|Bars & Nightlife	449
84412	Food & Restaurants|Arts & Entertainment|Bars & Nightlife|Event Services|Travel & Transportation	450
84570	Arts & Entertainment|Coffee,Tea & Desserts|Food & Restaurants|Bars & Nightlife	451
84673	Food & Restaurants|Coffee,Tea & Desserts	452
85526	Bars & Nightlife|Food & Restaurants	453
85995	Asian|Food & Restaurants	454
86186	Coffee,Tea & Desserts|Food & Restaurants	455
86187	Food & Restaurants	456
86852	Arts & Entertainment|Event Services|Travel & Transportation|Food & Restaurants	457
87015	Food & Restaurants|Asian	458
87120	Food & Restaurants	459
87160	Asian|Food & Restaurants	460
87193	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	461
87245	Food & Restaurants|Bars & Nightlife	462
87247	Food & Restaurants|Coffee,Tea & Desserts|Specialty Food & Groceries	463
87265	Food & Restaurants	464
87331	Food & Restaurants	465
87421	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	466
87772	Arts & Entertainment	467
88318	Coffee,Tea & Desserts|Food & Restaurants	468
88435	Coffee,Tea & Desserts|Food & Restaurants	469
88436	Asian|Food & Restaurants	470
88885	Food & Restaurants|Coffee,Tea & Desserts	471
89040	Food & Restaurants|Asian	472
89166	Shopping & Fashion	473
89347	Food & Restaurants	474
89479	Arts & Entertainment|Outdoor Activities|Food & Restaurants|Specialty Food & Groceries	475
89592	Food & Restaurants	476
89642	Food & Restaurants|Specialty Food & Groceries	477
89869	Food & Restaurants	478
90203	Food & Restaurants	479
90263	Coffee,Tea & Desserts|Food & Restaurants	480
90387	Food & Restaurants|Specialty Food & Groceries|Event Services	481
90498	Food & Restaurants|Asian	482
90572	Food & Restaurants	483
90659	Asian|Food & Restaurants	484
90879	Food & Restaurants	485
90949	Bars & Nightlife|Food & Restaurants	486
91334	Food & Restaurants|Bars & Nightlife	487
91351	Food & Restaurants	488
91665	Asian|Food & Restaurants	489
91806	Food & Restaurants|Asian|Bars & Nightlife	490
91818	Asian|Food & Restaurants	491
91894	Automotive|Public Services & Community|Miscellaneous	492
92205	Asian|Food & Restaurants	493
92263	Event Services|Food & Restaurants	494
92266	Bars & Nightlife|Food & Restaurants	495
92340	Food & Restaurants	496
92381	Food & Restaurants|Asian	497
92543	Food & Restaurants|Coffee,Tea & Desserts	498
92610	Active Life & Fitness|Sports & Recreation	499
92790	Asian|Food & Restaurants	500
93522	Food & Restaurants|Bars & Nightlife	501
93638	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	502
93774	Food & Restaurants	503
93775	Shopping & Fashion	504
93995	Asian|Food & Restaurants	505
94113	Coffee,Tea & Desserts|Asian|Food & Restaurants	506
94116	Food & Restaurants|Arts & Entertainment|Bars & Nightlife|Coffee,Tea & Desserts	507
94260	Food & Restaurants|Asian	508
94273	Food & Restaurants|Asian	509
94416	Arts & Entertainment|Bars & Nightlife|Event Services	510
94848	Food & Restaurants	511
94950	Asian|Food & Restaurants	512
95003	Arts & Entertainment|Event Services|Bars & Nightlife	513
95091	Food & Restaurants	514
95153	Coffee,Tea & Desserts|Food & Restaurants	515
95278	Food & Restaurants|Bars & Nightlife	516
95301	Event Services|Food & Restaurants	517
95491	Food & Restaurants|Coffee,Tea & Desserts|Specialty Food & Groceries	518
95617	Asian|Food & Restaurants	519
95637	Asian|Food & Restaurants	520
95662	Food & Restaurants|Asian	521
95828	Coffee,Tea & Desserts|Food & Restaurants	522
95842	Food & Restaurants	523
96247	Bars & Nightlife	524
96324	Food & Restaurants|Asian	525
96524	Asian|Food & Restaurants	526
96699	Food & Restaurants|Coffee,Tea & Desserts	527
96767	Food & Restaurants	528
96852	Asian|Food & Restaurants	529
96941	Bars & Nightlife|Food & Restaurants	530
97063	Food & Restaurants|Bars & Nightlife	531
97101	Arts & Entertainment|Bars & Nightlife	532
97403	Coffee,Tea & Desserts|Food & Restaurants	533
97473	Food & Restaurants|Bars & Nightlife	534
97744	Food & Restaurants	535
97935	Food & Restaurants	536
97965	Bars & Nightlife|Food & Restaurants	537
98076	Food & Restaurants	538
98281	Food & Restaurants|Bars & Nightlife	539
98340	Arts & Entertainment|Event Services|Travel & Transportation|Food & Restaurants	540
99212	Coffee,Tea & Desserts|Food & Restaurants	541
99335	Arts & Entertainment	542
99336	Food & Restaurants|Arts & Entertainment|Bars & Nightlife	543
99478	Food & Restaurants|Bars & Nightlife	544
99875	Arts & Entertainment	545
99888	Specialty Food & Groceries|Food & Restaurants	546
99927	Food & Restaurants	547
99933	Coffee,Tea & Desserts|Food & Restaurants	548
100015	Food & Restaurants|Coffee,Tea & Desserts	549
100209	Asian|Food & Restaurants	550
100264	Food & Restaurants|Coffee,Tea & Desserts|Specialty Food & Groceries	551
100269	Arts & Entertainment	552
100391	Food & Restaurants|Asian	553
100413	Food & Restaurants	554
100444	Food & Restaurants|Bars & Nightlife	555
100636	Food & Restaurants	556
100679	Food & Restaurants	557
101146	Food & Restaurants	558
101438	Coffee,Tea & Desserts|Food & Restaurants	559
101645	Bars & Nightlife|Food & Restaurants|Asian	560
101801	Coffee,Tea & Desserts|Food & Restaurants|Asian	561
101903	Food & Restaurants|Asian	562
101953	Asian|Food & Restaurants	563
101997	Food & Restaurants	564
102087	Asian|Food & Restaurants	565
102209	Coffee,Tea & Desserts|Food & Restaurants	566
102271	Food & Restaurants	567
102615	Food & Restaurants	568
102684	Asian|Food & Restaurants	569
103055	Asian|Bars & Nightlife|Food & Restaurants	570
103267	Asian|Food & Restaurants	571
103396	Food & Restaurants	572
103466	Food & Restaurants|Asian	573
103515	Bars & Nightlife|Food & Restaurants	574
103568	Asian|Food & Restaurants|Bars & Nightlife	575
103829	Arts & Entertainment|Event Services	576
104108	Asian|Food & Restaurants	577
104232	Miscellaneous|Shopping & Fashion	578
104464	Food & Restaurants|Asian	579
104641	Asian|Food & Restaurants	580
104670	Food & Restaurants	581
104706	Food & Restaurants	582
104894	Arts & Entertainment|Bars & Nightlife	583
104923	Food & Restaurants	584
105132	Food & Restaurants|Drinks & Spirits	585
105263	Food & Restaurants|Event Services	586
105347	Asian|Food & Restaurants	587
105981	Asian|Food & Restaurants|Specialty Food & Groceries	588
105992	Food & Restaurants	589
106238	Food & Restaurants|Bars & Nightlife	590
106324	Arts & Entertainment	591
106668	Food & Restaurants	592
106686	Bars & Nightlife|Food & Restaurants	593
106698	Shopping & Fashion|Miscellaneous|Health & Beauty|Technology & Electronics|Food & Restaurants|Specialty Food & Groceries|Automotive	594
106723	Food & Restaurants	595
107106	Asian|Food & Restaurants	596
107139	Bars & Nightlife|Food & Restaurants	597
107352	Event Services|Travel & Transportation	598
107503	Bars & Nightlife|Food & Restaurants	599
107589	Food & Restaurants|Coffee,Tea & Desserts|Specialty Food & Groceries	600
107594	Food & Restaurants	601
107702	Bars & Nightlife|Food & Restaurants	602
107963	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	603
108256	Food & Restaurants|Asian	604
108537	Asian|Food & Restaurants	605
108604	Asian|Coffee,Tea & Desserts|Food & Restaurants	606
108821	Food & Restaurants|Bars & Nightlife	607
109187	Food & Restaurants	608
109245	Food & Restaurants|Coffee,Tea & Desserts	609
109380	Bars & Nightlife|Drinks & Spirits|Food & Restaurants|Asian	610
109441	Bars & Nightlife|Food & Restaurants	611
109469	Family & Kids|Home & Garden|Food & Restaurants|Shopping & Fashion	612
109501	Asian|Food & Restaurants	613
109637	Active Life & Fitness|Arts & Entertainment|Bars & Nightlife|Food & Restaurants	614
110109	Active Life & Fitness|Outdoor Activities|Family & Kids|Food & Restaurants	615
110132	Food & Restaurants|Coffee,Tea & Desserts	616
110151	Food & Restaurants	617
110265	Food & Restaurants	618
110616	Food & Restaurants|Asian	619
110774	Food & Restaurants|Bars & Nightlife|Drinks & Spirits	620
110825	Food & Restaurants|Bars & Nightlife	621
110991	Food & Restaurants	622
111251	Shopping & Fashion	623
111555	Food & Restaurants	624
111835	Food & Restaurants	625
