userID	Active Life & Fitness	Arts & Entertainment	Automotive	Bars & Nightlife	Coffee,Tea & Desserts	Drinks & Spirits	Education & Learning	Event Services	Family & Kids	Food & Restaurants	Health & Beauty	Home & Garden	Miscellaneous	Outdoor Activities	Public Services & Community	Shopping & Fashion	Specialty Food & Groceries	Sports & Recreation	Technology & Electronics	Travel & Transportation	Asian
10	0.0	0.1076923076923077	0.0	0.026495726495726492	0.04700854700854701	0.02564102564102564	0.0	0.017948717948717947	0.0	0.5393162393162393	0.0	0.0	0.0	0.0	0.0	0.0	0.017094017094017092	0.0	0.0	0.005128205128205128	0.2136752136752137
11	0.005	0.01	0.0	0.04166666666666667	0.07666666666666666	0.03166666666666666	0.0	0.02	0.0	0.6783333333333332	0.0	0.0	0.0	0.005	0.0	0.005	0.01	0.005	0.0	0.0	0.11166666666666666
12	0.03170995670995671	0.11378066378066377	0.0	0.08333333333333333	0.02525252525252525	0.011363636363636364	0.0	0.062012987012987006	0.00505050505050505	0.4996392496392496	0.003787878787878788	0.0	0.003787878787878788	0.021103896103896104	0.01857864357864358	0.015151515151515152	0.0101010101010101	0.015656565656565653	0.0	0.04181096681096681	0.03787878787878788
13	0.0	0.0	0.0	0.07232704402515723	0.03459119496855346	0.0	0.0	0.009433962264150943	0.0	0.5754716981132075	0.009433962264150943	0.0	0.006289308176100628	0.0	0.0	0.009433962264150943	0.009433962264150943	0.0	0.0	0.0	0.27358490566037735
14	0.0	0.0	0.0	0.12093023255813953	0.07364341085271317	0.043410852713178294	0.0	0.0	0.0	0.6054263565891472	0.0	0.0	0.0	0.0	0.004651162790697674	0.0	0.011627906976744186	0.0	0.0	0.0	0.14031007751937985
15	0.0	0.07175925925925924	0.018518518518518517	0.13425925925925924	0.04398148148148148	0.019444444444444445	0.0	0.024074074074074074	0.0	0.4615740740740741	0.013888888888888888	0.0	0.009259259259259259	0.0	0.009259259259259259	0.07731481481481481	0.05648148148148148	0.0	0.009259259259259259	0.018518518518518517	0.032407407407407406
16	0.01090342679127726	0.04984423676012461	0.010680907877169559	0.09813084112149532	0.04906542056074766	0.016355140186915886	0.004672897196261682	0.024143302180685354	0.0	0.48887405429461506	0.017690253671562083	0.002336448598130841	0.015353805073431242	0.0	0.004672897196261682	0.04339118825100133	0.04339118825100133	0.001557632398753894	0.004450378282153983	0.02102803738317757	0.09345794392523364
17	0.0	0.0	0.0	0.06018518518518518	0.09259259259259259	0.037037037037037035	0.0	0.037037037037037035	0.0	0.6342592592592592	0.0	0.0	0.0	0.0	0.0	0.0	0.037037037037037035	0.0	0.0	0.0	0.10185185185185185
18	0.02553191489361702	0.032624113475177303	0.005319148936170213	0.10709219858156029	0.0	0.0070921985815602835	0.0	0.036170212765957444	0.0	0.6170212765957447	0.0	0.0	0.005319148936170213	0.0070921985815602835	0.0	0.005319148936170213	0.0070921985815602835	0.014184397163120567	0.005319148936170213	0.02553191489361702	0.09929078014184396
19	0.017045454545454544	0.05113636363636364	0.006628787878787878	0.10227272727272728	0.08522727272727272	0.028409090909090908	0.0	0.038825757575757576	0.0	0.48863636363636365	0.006628787878787878	0.002840909090909091	0.0037878787878787876	0.0	0.0037878787878787876	0.01799242424242424	0.0303030303030303	0.009469696969696968	0.002840909090909091	0.02367424242424242	0.08049242424242424
20	0.020440251572327043	0.0770440251572327	0.0	0.09669811320754718	0.05817610062893082	0.02279874213836478	0.0047169811320754715	0.03773584905660377	0.001572327044025157	0.4056603773584906	0.0	0.0023584905660377358	0.001572327044025157	0.012578616352201257	0.0110062893081761	0.09984276729559749	0.01729559748427673	0.014150943396226415	0.0	0.06053459119496855	0.05581761006289308
21	0.0	0.0	0.0	0.1338383838383838	0.12626262626262624	0.047979797979797977	0.0	0.030303030303030304	0.0	0.6136363636363636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047979797979797977
22	0.005813953488372093	0.02422480620155039	0.0	0.06531007751937984	0.01937984496124031	0.028488372093023257	0.0	0.029069767441860465	0.0	0.5779069767441861	0.0	0.0029069767441860465	0.0	0.0	0.002325581395348837	0.02616279069767442	0.015503875968992248	0.005813953488372093	0.0	0.01065891472868217	0.18643410852713177
23	0.00720164609053498	0.06275720164609054	0.00411522633744856	0.08367626886145405	0.06893004115226338	0.014540466392318244	0.00205761316872428	0.04231824417009602	0.0	0.5104252400548697	0.008916323731138546	0.00205761316872428	0.0051440329218107	0.0051440329218107	0.013717421124828532	0.035116598079561044	0.014883401920438957	0.006515775034293553	0.00411522633744856	0.046296296296296294	0.06207133058984911
24	0.0	0.09324324324324323	0.0	0.08648648648648649	0.05405405405405406	0.013513513513513514	0.0	0.0527027027027027	0.0	0.518918918918919	0.006756756756756757	0.0	0.0	0.0	0.0	0.06756756756756757	0.0	0.009009009009009009	0.0	0.057207207207207206	0.04054054054054054
25	0.008027923211169284	0.07029419097481925	0.005110944901520817	0.11143106457242583	0.06575666915981053	0.01605584642233857	0.0007479431563201197	0.04799301919720768	0.0	0.5216529543754674	0.022562951882323608	0.0013089005235602095	0.002842183994016455	0.007728745948641237	0.0	0.03413113936674146	0.023659935178259785	0.004101221640488656	0.0024931438544003987	0.01788830715532286	0.03621291448516579
26	0.005681818181818182	0.017045454545454544	0.0	0.1827651515151515	0.043560606060606064	0.03920454545454545	0.0	0.01515151515151515	0.0	0.5770833333333333	0.011363636363636364	0.0	0.002272727272727273	0.0	0.0	0.002272727272727273	0.013636363636363636	0.005681818181818182	0.0	0.0	0.08428030303030304
27	0.0	0.026515151515151512	0.013663419913419912	0.08428030303030304	0.09090909090909091	0.03314393939393939	0.0	0.028409090909090908	0.0	0.5591179653679653	0.0032467532467532465	0.002840909090909091	0.010822510822510822	0.0	0.007575757575757575	0.026920995670995672	0.04491341991341991	0.0	0.006087662337662337	0.011363636363636364	0.05018939393939394
28	0.004166666666666667	0.06979166666666667	0.004166666666666667	0.057291666666666664	0.09479166666666666	0.017083333333333332	0.0	0.04729166666666666	0.0	0.5327083333333333	0.0020833333333333333	0.0	0.004166666666666667	0.004166666666666667	0.0125	0.041041666666666664	0.016041666666666666	0.0125	0.00625	0.042708333333333334	0.03125
29	0.003191489361702128	0.058459979736575476	0.0	0.10059101654846336	0.04297534616683553	0.022931442080378252	0.0010131712259371832	0.03735224586288416	0.0	0.5016041877744006	0.014184397163120567	0.0	0.0	0.0010131712259371832	0.009929078014184396	0.02370820668693009	0.03931104356636272	0.007919621749408984	0.0	0.02033096926713948	0.11548463356973994
30	0.008666666666666666	0.012	0.003333333333333333	0.0325	0.045	0.024166666666666666	0.0	0.01916666666666667	0.004166666666666667	0.6678333333333333	0.0025	0.0025	0.004999999999999999	0.002	0.006666666666666666	0.010333333333333332	0.006666666666666666	0.005	0.0	0.005	0.1375
31	0.033928571428571426	0.06845238095238095	0.0023809523809523807	0.15654761904761905	0.041666666666666664	0.013690476190476189	0.0035714285714285713	0.026785714285714284	0.0017857142857142857	0.42678571428571427	0.015476190476190475	0.0	0.004166666666666666	0.014880952380952382	0.005952380952380952	0.004166666666666666	0.02142857142857143	0.0047619047619047615	0.0	0.01845238095238095	0.13511904761904764
32	0.027450980392156862	0.06830065359477125	0.011437908496732025	0.08006535947712418	0.0196078431372549	0.013725490196078431	0.0	0.05849673202614379	0.0	0.4571895424836601	0.008169934640522875	0.0	0.01633986928104575	0.00392156862745098	0.0196078431372549	0.04379084967320262	0.05620915032679739	0.00392156862745098	0.0	0.04477124183006536	0.06699346405228758
33	0.014492753623188404	0.03297101449275362	0.0	0.15344202898550724	0.03985507246376811	0.033514492753623185	0.0	0.02391304347826087	0.003623188405797101	0.5411231884057971	0.023550724637681156	0.0	0.0	0.003623188405797101	0.0	0.0	0.012681159420289854	0.0	0.0	0.014855072463768116	0.10235507246376811
34	0.0	0.11351351351351352	0.0	0.13153153153153152	0.013513513513513514	0.04954954954954955	0.0	0.05945945945945946	0.0	0.5504504504504505	0.0	0.0	0.0	0.0	0.013513513513513514	0.0	0.0	0.0	0.0	0.032432432432432434	0.036036036036036036
35	0.0	0.0023148148148148147	0.0023148148148148147	0.12037037037037036	0.05787037037037037	0.018518518518518517	0.0	0.0030864197530864196	0.0	0.6419753086419753	0.009259259259259259	0.0	0.0030864197530864196	0.0	0.0	0.0	0.013888888888888888	0.0	0.0	0.0030864197530864196	0.12422839506172839
36	0.02719298245614035	0.12587719298245614	0.0	0.07324561403508771	0.08771929824561403	0.03728070175438596	0.0	0.02631578947368421	0.0	0.44824561403508767	0.0	0.0	0.013157894736842105	0.021929824561403508	0.0	0.019736842105263157	0.017543859649122806	0.02719298245614035	0.0	0.015350877192982454	0.05921052631578947
37	0.00958904109589041	0.05639269406392693	0.0045662100456621	0.10616438356164383	0.1232876712328767	0.021689497716894976	0.00684931506849315	0.0228310502283105	0.0	0.5461187214611872	0.0	0.0	0.0045662100456621	0.00958904109589041	0.0136986301369863	0.010730593607305937	0.0136986301369863	0.0	0.0	0.003424657534246575	0.04680365296803653
38	0.004629629629629629	0.032407407407407406	0.006172839506172839	0.04861111111111111	0.13271604938271606	0.024228395061728396	0.0	0.03117283950617284	0.0023148148148148147	0.591358024691358	0.0	0.0023148148148148147	0.0030864197530864196	0.004629629629629629	0.006172839506172839	0.016512345679012344	0.03425925925925926	0.0	0.0030864197530864196	0.0	0.05632716049382716
39	0.0	0.02121212121212121	0.007575757575757576	0.16919191919191917	0.05555555555555555	0.0101010101010101	0.0	0.03131313131313131	0.0	0.6035353535353536	0.0	0.006060606060606061	0.0	0.0	0.0	0.006060606060606061	0.015151515151515152	0.0	0.0	0.006060606060606061	0.06818181818181818
40	0.0022988505747126436	0.020402298850574714	0.0010775862068965517	0.16357758620689655	0.04777298850574713	0.03031609195402299	0.0	0.01235632183908046	0.0	0.5561063218390804	0.0	0.0	0.0008620689655172415	0.0014367816091954023	0.0008620689655172415	0.0008620689655172415	0.017528735632183906	0.0008620689655172415	0.0	0.0014367816091954023	0.14224137931034483
41	0.0	0.02553763440860215	0.008064516129032258	0.08333333333333334	0.06451612903225806	0.026881720430107524	0.0	0.01747311827956989	0.0	0.674731182795699	0.004032258064516129	0.0	0.0	0.005376344086021505	0.008064516129032258	0.005376344086021505	0.018817204301075266	0.005376344086021505	0.0	0.009408602150537633	0.04301075268817204
42	0.012173344947735192	0.045963995354239257	0.001016260162601626	0.11590447154471545	0.07073170731707316	0.014329268292682927	0.0	0.015425377468060395	0.001524390243902439	0.5730981416957027	0.0017784552845528452	0.001524390243902439	0.0031504065040650403	0.005618466898954703	0.0068887921022067365	0.0065548780487804876	0.0133130081300813	0.005030487804878049	0.0	0.009073751451800232	0.09690040650406503
43	0.01515151515151515	0.007575757575757575	0.005681818181818182	0.11363636363636363	0.08712121212121211	0.017045454545454544	0.0	0.007575757575757575	0.007575757575757575	0.6363636363636364	0.045454545454545456	0.0	0.0	0.01515151515151515	0.0	0.0	0.011363636363636364	0.007575757575757575	0.0	0.0	0.022727272727272728
44	0.014705882352941176	0.029411764705882353	0.011029411764705883	0.03799019607843137	0.0661764705882353	0.00784313725490196	0.0	0.024999999999999998	0.0	0.5776960784313725	0.0	0.0	0.0	0.0	0.007352941176470588	0.01764705882352941	0.03235294117647059	0.0	0.0	0.029411764705882353	0.14338235294117646
45	0.004273504273504273	0.20384615384615382	0.0	0.11837606837606837	0.030769230769230767	0.019230769230769232	0.0	0.13333333333333333	0.0	0.3329059829059829	0.01282051282051282	0.0	0.005128205128205128	0.0	0.0	0.005128205128205128	0.005128205128205128	0.004273504273504273	0.0	0.12478632478632477	0.0
46	0.019230769230769232	0.03397435897435897	0.0013736263736263735	0.14775641025641026	0.022435897435897433	0.026442307692307692	0.0	0.02516025641025641	0.0	0.4760531135531135	0.015796703296703296	0.0	0.006982600732600732	0.007211538461538462	0.0	0.013392857142857142	0.017399267399267396	0.002403846153846154	0.0013736263736263735	0.013141025641025641	0.16987179487179488
47	0.0125	0.0625	0.0	0.14375	0.04583333333333333	0.08625000000000001	0.0125	0.022916666666666665	0.0	0.5008333333333332	0.025	0.0	0.005	0.0	0.0125	0.005	0.005	0.0125	0.0	0.022916666666666665	0.025
48	0.0	0.017730496453900707	0.0	0.17907801418439714	0.017730496453900707	0.02304964539007092	0.0	0.010638297872340425	0.0	0.7074468085106383	0.0	0.0	0.0	0.0	0.010638297872340425	0.0	0.017730496453900707	0.0	0.0	0.0	0.015957446808510637
49	0.0	0.008017492711370262	0.01020408163265306	0.05102040816326531	0.09475218658892127	0.03401360544217687	0.0029154518950437317	0.02040816326530612	0.0	0.6984936831875607	0.0	0.0	0.0	0.008017492711370262	0.01020408163265306	0.0029154518950437317	0.021622934888241012	0.0	0.0	0.0	0.03741496598639456
50	0.01825396825396825	0.05337301587301587	0.0	0.059920634920634916	0.09920634920634921	0.00992063492063492	0.0	0.0123015873015873	0.0	0.5712301587301587	0.017857142857142856	0.0	0.0	0.006944444444444443	0.002380952380952381	0.005952380952380952	0.04503968253968254	0.002380952380952381	0.0	0.011904761904761904	0.08333333333333333
51	0.006643356643356643	0.039277389277389274	0.008741258741258742	0.15734265734265734	0.08100233100233101	0.01282051282051282	0.0	0.027972027972027972	0.0017482517482517483	0.5334498834498834	0.02097902097902098	0.0034965034965034965	0.0034965034965034965	0.006643356643356643	0.005244755244755245	0.017132867132867134	0.013986013986013986	0.0	0.0034965034965034965	0.017482517482517484	0.03904428904428904
52	0.0125	0.12824074074074077	0.0	0.07037037037037036	0.041666666666666664	0.023148148148148147	0.0	0.08101851851851852	0.0	0.5425925925925925	0.0	0.0	0.0	0.006944444444444444	0.0	0.0	0.009259259259259259	0.005555555555555556	0.0	0.0	0.07870370370370369
53	0.024509803921568624	0.18557422969187676	0.014705882352941176	0.06862745098039216	0.014005602240896357	0.0	0.004201680672268907	0.0392156862745098	0.0	0.4649859943977591	0.0	0.0	0.0	0.014005602240896357	0.014705882352941176	0.004201680672268907	0.014005602240896357	0.024509803921568624	0.0	0.024509803921568624	0.08823529411764706
54	0.004166666666666667	0.09791666666666667	0.005208333333333333	0.11284722222222222	0.01736111111111111	0.05381944444444444	0.0	0.04861111111111111	0.0	0.5232638888888889	0.010416666666666666	0.0	0.005208333333333333	0.004166666666666667	0.020833333333333332	0.030208333333333334	0.0	0.0	0.005208333333333333	0.01736111111111111	0.04340277777777777
55	0.003472222222222222	0.15069444444444444	0.013888888888888888	0.11527777777777777	0.03125	0.010416666666666666	0.0	0.08645833333333335	0.0	0.33055555555555555	0.010416666666666666	0.014583333333333332	0.013888888888888888	0.0	0.006944444444444444	0.07881944444444444	0.0	0.003472222222222222	0.0	0.09166666666666667	0.03819444444444444
56	0.0	0.0	0.0	0.065	0.07	0.015	0.0	0.006666666666666666	0.0	0.7116666666666667	0.0	0.0	0.0	0.0	0.006666666666666666	0.0	0.0	0.0	0.0	0.0	0.125
57	0.0	0.01293103448275862	0.0	0.08247126436781609	0.022988505747126436	0.07155172413793102	0.0	0.0	0.0	0.5083333333333333	0.0	0.0	0.003448275862068966	0.0	0.003448275862068966	0.003448275862068966	0.014942528735632184	0.0	0.0	0.0	0.2764367816091954
58	0.02564102564102564	0.017094017094017092	0.0	0.06623931623931623	0.0641025641025641	0.019230769230769232	0.0	0.029914529914529912	0.0	0.5918803418803419	0.02564102564102564	0.0	0.0	0.0	0.0	0.05128205128205128	0.0	0.0	0.0	0.017094017094017092	0.09188034188034189
59	0.013244047619047619	0.04735299422799423	0.0020066738816738815	0.08125	0.08524531024531024	0.012026515151515151	0.0012175324675324675	0.029658189033189033	0.0	0.5320301226551226	0.0030167748917748916	0.0004734848484848485	0.0038059163059163056	0.007233044733044733	0.007183441558441558	0.01777597402597403	0.020522186147186147	0.007070707070707071	0.000744047619047619	0.017536976911976913	0.1106060606060606
60	0.01396103896103896	0.09350649350649351	0.001893939393939394	0.14457070707070707	0.043560606060606064	0.022727272727272728	0.0	0.03264790764790765	0.0	0.5108044733044732	0.0	0.0	0.003787878787878788	0.010173160173160174	0.00487012987012987	0.024242424242424242	0.0101010101010101	0.007575757575757576	0.0	0.016233766233766232	0.059343434343434344
61	0.02486772486772487	0.03507180650037793	0.0	0.15925925925925927	0.03401360544217687	0.02037037037037037	0.0022675736961451248	0.018518518518518517	0.0026455026455026454	0.5845427059712774	0.0	0.0	0.009788359788359789	0.017346938775510207	0.0026455026455026454	0.028458049886621317	0.021315192743764172	0.007142857142857143	0.0	0.003968253968253968	0.027777777777777776
62	0.0016666666666666668	0.07138888888888889	0.01507936507936508	0.1398611111111111	0.0125	0.03111111111111111	0.0	0.03972222222222222	0.0	0.49952380952380954	0.003273809523809524	0.0027777777777777775	0.01369047619047619	0.0016666666666666668	0.00972222222222222	0.040912698412698414	0.010079365079365079	0.0020833333333333333	0.005357142857142856	0.04402777777777778	0.05555555555555556
63	0.007216494845360824	0.016237113402061853	0.001288659793814433	0.08238831615120275	0.08891752577319588	0.007302405498281786	0.0	0.019759450171821305	0.0	0.5978522336769759	0.0	0.0	0.0	0.001288659793814433	0.002577319587628866	0.003865979381443299	0.023625429553264604	0.007216494845360824	0.0	0.001288659793814433	0.13917525773195877
64	0.0	0.07592592592592592	0.014814814814814814	0.08333333333333333	0.037037037037037035	0.039629629629629626	0.0	0.04629629629629629	0.0	0.43592592592592594	0.005555555555555556	0.0	0.01925925925925926	0.0	0.018518518518518517	0.09703703703703703	0.0044444444444444444	0.0	0.0	0.03518518518518518	0.08703703703703704
65	0.008865248226950355	0.07016210739614995	0.0035460992907801418	0.06855791962174941	0.07193515704154002	0.014184397163120567	0.0010131712259371832	0.05851063829787234	0.0	0.5914387031408308	0.002364066193853428	0.0017730496453900709	0.0035460992907801418	0.006332320162107396	0.008274231678486997	0.024062816616008106	0.019925700776764605	0.00591016548463357	0.0	0.014775413711583921	0.024822695035460994
66	0.006540084388185654	0.07457805907172996	0.004596142254370102	0.12236286919831223	0.024261603375527425	0.01940928270042194	0.0	0.060337552742616034	0.0	0.49573538276069923	0.0024864376130198916	0.0	0.00216998191681736	0.006540084388185654	0.004219409282700422	0.021051838456901745	0.020313441832429176	0.0015822784810126582	0.003013863773357444	0.06118143459915611	0.06962025316455696
67	0.0059210526315789476	0.03333333333333333	0.003289473684210526	0.16666666666666666	0.06359649122807016	0.0168859649122807	0.0	0.008771929824561403	0.0	0.5469298245614035	0.0	0.0	0.0059210526315789476	0.0059210526315789476	0.003289473684210526	0.005263157894736842	0.011403508771929825	0.0	0.0	0.0	0.12280701754385966
68	0.010416666666666666	0.1076388888888889	0.005208333333333333	0.140625	0.041666666666666664	0.02673611111111111	0.0	0.024305555555555552	0.0	0.49895833333333334	0.0	0.0	0.019791666666666666	0.006944444444444444	0.0	0.02673611111111111	0.014583333333333332	0.01736111111111111	0.005208333333333333	0.0	0.05381944444444445
69	0.010775862068965518	0.0639367816091954	0.0	0.11422413793103449	0.05890804597701149	0.016091954022988506	0.0	0.02586206896551724	0.0	0.5010057471264368	0.017241379310344827	0.0	0.001724137931034483	0.004310344827586207	0.0	0.07068965517241378	0.018965517241379314	0.008620689655172414	0.0	0.03160919540229885	0.05603448275862069
70	0.0	0.027777777777777776	0.0	0.1111111111111111	0.06481481481481481	0.013888888888888888	0.0	0.0	0.0	0.6481481481481481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.10648148148148148
71	0.0	0.017123287671232876	0.0045662100456621	0.11301369863013698	0.03881278538812785	0.0228310502283105	0.0	0.0	0.0	0.5901826484018265	0.0	0.0	0.0091324200913242	0.0	0.0045662100456621	0.0136986301369863	0.01598173515981735	0.0	0.0	0.0136986301369863	0.15639269406392695
72	0.0	0.025	0.014583333333333332	0.04583333333333333	0.05	0.03125	0.0	0.05833333333333333	0.0	0.55	0.0	0.0	0.008333333333333333	0.0	0.008333333333333333	0.008333333333333333	0.020833333333333332	0.0	0.0	0.0	0.17916666666666667
73	0.011363636363636364	0.02727272727272727	0.0	0.12083333333333333	0.022727272727272728	0.042045454545454546	0.011363636363636364	0.009090909090909092	0.0	0.5693181818181818	0.0	0.0	0.004545454545454546	0.011363636363636364	0.015909090909090907	0.009090909090909092	0.016666666666666666	0.0	0.0	0.004545454545454546	0.12386363636363637
74	0.006980802792321116	0.04699576165544752	0.003802044377960608	0.05820244328097732	0.05703066566940912	0.02050610820244328	0.0007479431563201197	0.04066317626527051	0.0	0.5464348042882075	0.006856145599601097	0.004363001745200698	0.0035402642732485666	0.006419845425081027	0.0010471204188481676	0.03011717776115682	0.027935676888556468	0.006544502617801047	0.003802044377960608	0.020942408376963352	0.10706806282722513
75	0.01111111111111111	0.015079365079365078	0.003968253968253968	0.23201058201058203	0.0291005291005291	0.0291005291005291	0.0	0.007936507936507936	0.0	0.5759259259259258	0.0	0.0	0.0	0.0	0.0	0.0	0.023809523809523808	0.007142857142857143	0.0	0.0	0.06481481481481481
76	0.00949367088607595	0.06434599156118143	0.016877637130801686	0.07383966244725738	0.032067510548523206	0.026160337552742614	0.0	0.035654008438818566	0.0	0.47700421940928267	0.0031645569620253164	0.0031645569620253164	0.009915611814345991	0.00949367088607595	0.006329113924050633	0.06561181434599156	0.04556962025316456	0.0031645569620253164	0.0031645569620253164	0.040084388185654005	0.07489451476793249
77	0.0021551724137931034	0.005028735632183907	0.0	0.15158045977011494	0.02011494252873563	0.017528735632183906	0.0	0.028017241379310345	0.0	0.594396551724138	0.0021551724137931034	0.0	0.001724137931034483	0.0	0.0	0.001724137931034483	0.020402298850574714	0.0021551724137931034	0.0	0.005028735632183907	0.14798850574712644
78	0.0	0.022727272727272728	0.0	0.06818181818181818	0.09469696969696968	0.03787878787878787	0.0	0.007575757575757575	0.005681818181818182	0.6420454545454546	0.0	0.005681818181818182	0.0	0.0	0.007575757575757575	0.005681818181818182	0.007575757575757575	0.0	0.0	0.0	0.09469696969696971
79	0.0	0.03787878787878788	0.0	0.13888888888888887	0.0404040404040404	0.015151515151515152	0.0	0.0202020202020202	0.0	0.5681818181818182	0.030303030303030304	0.0	0.0	0.0	0.0101010101010101	0.030303030303030304	0.015151515151515152	0.0	0.0	0.0	0.09343434343434343
80	0.015290519877675842	0.07247706422018349	0.012996941896024463	0.1	0.04740061162079511	0.01896024464831804	0.0	0.046330275229357794	0.0	0.486697247706422	0.0061162079510703364	0.0022935779816513763	0.0076452599388379195	0.0	0.0	0.07629969418960245	0.015902140672782877	0.0061162079510703364	0.009938837920489297	0.03501529051987767	0.04051987767584098
81	0.0071428571428571435	0.07857142857142858	0.0	0.17261904761904762	0.04166666666666667	0.008928571428571428	0.0	0.02589285714285714	0.0	0.46934523809523804	0.004464285714285714	0.0	0.0	0.008035714285714287	0.008928571428571428	0.012499999999999999	0.022321428571428572	0.0035714285714285718	0.0	0.043750000000000004	0.09226190476190477
82	0.01873015873015873	0.02613756613756614	0.0	0.14074074074074072	0.08148148148148147	0.0	0.0	0.05502645502645503	0.0	0.5705820105820106	0.0	0.0	0.0	0.007619047619047619	0.014285714285714284	0.0044444444444444444	0.0	0.011111111111111112	0.0	0.0031746031746031746	0.06666666666666667
83	0.0	0.03252032520325203	0.006097560975609756	0.1565040650406504	0.028455284552845524	0.024390243902439025	0.0	0.03252032520325203	0.0	0.6117886178861789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10772357723577236
84	0.0	0.0078125	0.0	0.026041666666666664	0.13020833333333331	0.03125	0.0	0.0078125	0.0	0.578125	0.03125	0.0078125	0.0	0.0	0.010416666666666666	0.0078125	0.015625	0.0	0.0	0.0	0.14583333333333331
85	0.0	0.022321428571428572	0.0	0.14285714285714285	0.1130952380952381	0.03125	0.0	0.0	0.0	0.6220238095238095	0.0	0.0	0.0	0.0	0.008928571428571428	0.0	0.0	0.0	0.0	0.0	0.05952380952380953
86	0.03252032520325203	0.10243902439024391	0.006097560975609756	0.0983739837398374	0.042682926829268296	0.0475609756097561	0.0	0.017073170731707315	0.0	0.5382113821138211	0.0	0.0	0.010975609756097562	0.008130081300813007	0.0	0.010975609756097562	0.017073170731707315	0.0	0.006097560975609756	0.004878048780487805	0.05691056910569105
