item_id	MovieID
801	998
224	999
358	1000
966	1001
675	1002
991	1003
633	1004
1102	1005
1163	1006
1413	1007
924	1008
976	1009
825	1010
389	1011
978	1012
444	1013
362	1014
1442	1015
1419	1016
1241	1017
613	1018
656	1019
734	1020
946	1021
1172	1022
1108	1023
1074	1024
1187	1025
856	1026
1212	1027
1105	1028
6	1029
964	1030
1043	1031
398	1032
694	1033
1072	1034
1141	1035
733	1036
1051	1037
1478	1038
19	1039
1210	1040
962	1041
1203	1042
563	1043
1097	1044
458	1045
871	1046
1062	1047
608	1048
1283	1049
557	1050
936	1051
551	1052
782	1053
1225	1054
1050	1055
986	1056
1188	1057
1272	1058
1268	1059
415	1060
646	1061
902	1062
555	1063
383	1064
1239	1065
1277	1066
681	1067
934	1068
972	1069
1152	1070
645	1071
664	1072
795	1073
940	1074
783	1075
373	1076
713	1077
1126	1078
342	1079
1127	1080
1503	1081
818	1082
896	1083
351	1084
1004	1085
1008	1086
1226	1087
639	1088
422	1089
1002	1090
1495	1091
1401	1092
1040	1093
1312	1094
537	1095
1487	1096
1192	1097
1136	1098
1227	1099
865	1100
1128	1101
1032	1102
1071	1103
503	1104
1253	1105
1378	1106
753	1107
1124	1108
1270	1109
1089	1110
1190	1111
1459	1112
1202	1113
637	1114
390	1115
349	1116
538	1117
601	1118
698	1119
1386	1120
1168	1121
1023	1122
437	1123
1276	1124
933	1125
1077	1126
968	1127
1120	1128
1221	1129
956	1130
353	1131
1244	1132
759	1133
1024	1134
1425	1135
1409	1136
1254	1137
112	1138
1232	1139
888	1140
1213	1141
1258	1142
854	1143
236	1144
834	1145
1083	1146
1368	1147
889	1148
1466	1149
893	1150
776	1151
1282	1152
952	1153
1054	1154
46	1155
1480	1156
1297	1157
1167	1158
1300	1159
1446	1160
1143	1161
1294	1162
1489	1163
800	1164
1088	1165
989	1166
1085	1167
1473	1168
1303	1169
881	1170
1529	1171
1175	1172
594	1173
18	1174
1274	1175
970	1176
1479	1177
541	1178
1367	1179
388	1180
837	1181
1296	1182
565	1183
1045	1184
1166	1185
1427	1186
1385	1187
862	1188
967	1189
1087	1190
1449	1191
592	1192
890	1193
998	1194
985	1195
1231	1196
885	1197
669	1198
1438	1199
1068	1200
1219	1201
667	1202
545	1203
1140	1204
726	1205
1056	1206
1524	1207
247	1208
1285	1209
1058	1210
1247	1211
35	1212
1527	1213
916	1214
1301	1215
1148	1216
1388	1217
1353	1218
1530	1219
803	1220
1313	1221
1405	1222
459	1223
1469	1224
1404	1225
994	1226
1076	1227
1271	1228
1177	1229
1092	1230
1302	1231
701	1232
706	1233
914	1234
130	1235
1195	1236
1273	1237
1396	1238
75	1239
534	1240
1379	1241
1279	1242
1439	1243
1193	1244
804	1245
668	1246
1075	1247
1434	1248
1176	1249
1456	1250
1534	1251
1531	1252
400	1253
1421	1254
1555	1255
730	1256
1454	1257
1441	1258
1103	1259
1174	1260
1344	1261
798	1262
1392	1263
1517	1264
1264	1265
1470	1266
1406	1267
935	1268
891	1269
1121	1270
1252	1271
1029	1272
912	1273
1200	1274
1305	1275
1400	1276
1375	1277
1501	1278
1435	1279
1395	1280
1333	1281
1591	1282
1269	1283
909	1284
1154	1285
1237	1286
1038	1287
1214	1288
1522	1289
1238	1290
296	1291
1280	1292
1138	1293
1512	1294
1287	1295
1483	1296
1031	1297
917	1298
920	1299
1111	1300
1412	1301
1185	1302
1337	1303
1592	1304
1399	1305
1173	1306
1159	1307
1468	1308
1355	1309
1437	1310
1204	1311
1426	1312
1311	1313
1326	1314
1496	1315
981	1316
899	1317
1598	1318
1514	1319
1558	1320
1415	1321
438	1322
1597	1323
446	1324
1205	1325
1255	1326
1431	1327
666	1328
1540	1329
1243	1330
1511	1331
1381	1332
1055	1333
1440	1334
1171	1335
1620	1336
1474	1337
1145	1338
799	1339
1615	1340
1475	1341
1234	1342
1335	1343
1251	1344
1233	1345
1380	1346
1509	1347
