user_id	Age	Gender	Occupation	ZipCode	userID	Occupation_Code
130	20	M	none	60115	116	12
131	59	F	administrator	15237	201	0
132	24	M	other	94612	328	13
133	53	M	engineer	78602	164	4
134	31	M	programmer	80236	177	14
135	23	M	student	38401	78	18
136	51	M	other	97365	265	13
137	50	M	educator	84408	187	3
138	46	M	doctor	53211	59	2
139	20	M	student	08904	321	18
140	30	F	student	32250	244	18
141	49	M	programmer	36117	238	14
142	13	M	other	48118	172	13
143	42	M	technician	08832	258	19
144	53	M	programmer	20910	169	14
145	31	M	entertainment	V3N4P	76	5
146	45	M	artist	83814	234	1
147	40	F	librarian	02143	275	10
148	33	M	engineer	97006	125	4
149	35	F	marketing	17325	251	11
150	20	F	artist	02139	222	1
151	38	F	administrator	48103	129	0
152	33	F	educator	68767	207	3
153	25	M	student	60641	256	18
154	25	M	student	53703	156	18
155	32	F	other	11217	106	13
156	25	M	educator	08360	236	3
157	57	M	engineer	70808	34	4
158	50	M	educator	27606	151	3
159	23	F	student	55346	233	18
160	27	M	programmer	66215	28	14
161	50	M	lawyer	55104	124	9
162	25	M	artist	15610	74	1
163	49	M	administrator	97212	323	0
164	47	M	healthcare	80123	196	7
165	20	F	other	53715	227	13
166	47	M	educator	55113	4	3
167	37	M	other	L9G2B	21	13
168	48	M	other	80127	86	13
169	52	F	other	53705	331	13
170	53	F	healthcare	30067	160	7
171	48	F	educator	78750	216	3
172	55	M	marketing	22207	108	11
173	56	M	other	22306	220	13
174	30	F	administrator	52302	97	0
175	26	F	scientist	21911	255	17
176	28	M	scientist	07030	252	17
177	20	M	programmer	19104	173	14
178	26	M	other	49512	47	13
179	15	M	entertainment	20755	266	5
180	22	F	administrator	60202	178	0
181	26	M	executive	21218	35	6
182	36	M	programmer	33884	198	14
183	33	M	scientist	27708	312	17
184	37	M	librarian	76013	162	10
185	53	F	librarian	97403	221	10
186	39	F	executive	00000	1	6
187	26	M	educator	16801	159	3
188	42	M	student	29440	224	18
189	32	M	artist	95014	63	1
190	30	M	administrator	95938	245	0
191	33	M	administrator	95161	170	0
192	42	M	educator	90840	141	3
193	29	M	student	49931	145	18
194	38	M	administrator	02154	17	0
195	42	M	scientist	93555	239	17
196	49	M	writer	55105	0	20
197	55	M	technician	75094	176	19
198	21	F	student	55414	85	18
199	30	M	writer	17604	259	20
200	40	M	programmer	93402	12	14
201	27	M	writer	E2A4H	41	20
202	41	F	educator	60201	260	3
203	25	F	student	32301	174	18
204	52	F	librarian	10960	280	10
205	47	M	lawyer	06371	230	9
206	14	F	student	53115	262	18
207	39	M	marketing	92037	121	11
208	43	M	engineer	01720	228	4
209	33	F	educator	85710	290	3
210	39	M	engineer	03060	13	4
211	66	M	salesman	32605	302	16
212	49	F	educator	61401	272	3
213	33	M	executive	55345	103	6
214	26	F	librarian	11231	140	10
215	35	M	programmer	63033	165	14
216	22	M	engineer	02215	81	4
217	22	M	other	11727	208	13
218	37	M	administrator	06513	149	0
219	32	M	programmer	43212	148	14
220	30	M	librarian	78205	257	10
221	19	M	student	20685	194	18
222	29	M	programmer	27502	70	14
223	19	F	student	47906	62	18
224	31	F	educator	43512	14	3
225	51	F	administrator	58202	31	0
226	28	M	student	92103	218	18
227	46	M	executive	60659	270	6
228	21	F	student	22003	307	18
229	29	F	librarian	22903	134	10
230	28	F	student	14476	202	18
231	48	M	librarian	01080	204	10
232	45	M	scientist	99709	122	17
233	38	M	engineer	98682	139	4
234	60	M	retired	94702	19	15
235	37	M	educator	22973	195	3
236	44	F	writer	53214	179	20
237	49	M	administrator	63146	89	0
238	42	F	administrator	44124	298	0
239	39	M	artist	95628	184	1
240	23	F	educator	20784	168	3
241	26	F	student	20001	66	18
242	33	M	educator	31404	44	3
243	33	M	educator	60201	64	3
244	28	M	technician	80525	3	19
245	22	M	student	55109	211	18
246	19	M	student	28734	43	18
247	28	M	engineer	20770	294	4
248	25	M	student	37235	231	18
249	25	M	student	84103	45	18
250	29	M	executive	95110	82	6
251	28	M	doctor	85032	48	2
252	42	M	engineer	07733	271	4
253	26	F	librarian	22903	7	10
254	44	M	educator	42647	67	3
255	23	M	entertainment	07029	242	5
256	35	F	none	39042	117	12
257	17	M	student	77005	188	18
258	19	F	student	77801	306	18
259	21	M	student	48823	101	18
260	40	F	artist	89801	50	1
261	28	M	administrator	85202	291	0
262	19	F	student	78264	96	18
263	41	M	programmer	55346	180	14
264	36	F	writer	90064	93	20
265	26	M	executive	84601	84	6
266	62	F	administrator	78756	296	0
267	23	M	engineer	83716	71	4
268	24	M	engineer	19422	110	4
269	31	F	librarian	43201	100	10
270	18	F	student	63119	158	18
271	51	M	engineer	22932	83	4
272	33	M	scientist	53706	128	17
273	50	F	other	10016	344	13
274	20	F	student	55414	223	18
275	38	M	engineer	92064	147	4
276	21	M	student	95064	37	18
277	35	F	administrator	55406	261	0
278	37	F	librarian	30033	36	10
279	33	M	programmer	85251	75	14
280	30	F	librarian	22903	205	10
281	15	F	student	06059	197	18
282	22	M	administrator	20057	212	0
283	28	M	programmer	55305	215	14
284	40	M	executive	92629	40	6
285	25	M	programmer	53713	190	14
286	27	M	student	15217	11	18
287	21	M	salesman	31211	42	16
288	34	M	marketing	23226	206	11
289	11	M	none	94619	289	12
290	40	M	engineer	93550	32	4
291	19	M	student	44106	18	18
292	35	F	programmer	94703	56	14
293	24	M	writer	60804	68	20
294	34	M	technician	92110	133	19
295	31	M	educator	50325	138	3
296	43	F	administrator	16803	154	0
297	29	F	educator	98103	144	3
298	44	M	executive	01581	5	6
299	29	M	doctor	63108	22	2
300	26	F	programmer	55106	322	14
301	24	M	student	55439	30	18
302	42	M	educator	77904	152	3
303	19	M	student	14853	15	18
304	22	F	student	71701	268	18
305	23	M	programmer	94086	8	14
306	45	M	other	73132	219	13
307	25	M	student	55454	143	18
308	60	M	retired	95076	23	15
309	40	M	scientist	70802	334	17
310	37	M	educator	91711	273	3
311	32	M	technician	73071	226	19
312	48	M	other	02110	254	13
313	41	M	marketing	60035	248	11
314	20	F	student	08043	264	18
315	31	M	educator	18301	281	3
316	43	F	other	77009	283	13
317	22	M	administrator	13210	337	0
318	65	M	retired	06518	285	15
319	38	M	programmer	22030	299	14
320	19	M	student	24060	309	18
321	49	F	educator	55413	295	3
322	20	M	student	50613	314	18
323	21	M	student	19149	300	18
324	21	F	student	02176	327	18
325	48	M	technician	02139	308	19
326	41	M	administrator	15235	310	0
327	22	M	student	11101	311	18
328	51	M	administrator	06779	313	0
329	48	M	educator	01720	319	3
330	35	F	educator	33884	315	3
331	33	M	entertainment	91344	317	5
332	20	M	student	40504	318	18
333	47	M	other	V0R2M	324	13
334	32	M	librarian	30002	325	10
335	45	M	executive	33775	330	6
336	23	M	salesman	42101	329	16
337	37	M	scientist	10522	368	17
338	39	F	librarian	59717	332	10
339	35	M	lawyer	37901	333	9
340	46	M	engineer	80123	336	4
341	17	F	student	44405	338	18
342	25	F	other	98006	335	13
343	43	M	engineer	30093	339	4
344	30	F	librarian	94117	340	10
345	28	F	librarian	94143	341	10
346	34	M	other	76059	342	13
347	18	M	student	90210	343	18
348	24	F	student	45660	347	18
349	68	M	retired	61455	346	15
350	32	M	student	97301	360	18
351	61	M	educator	49938	349	3
352	37	F	programmer	55105	351	14
353	25	M	scientist	28480	400	17
354	29	F	librarian	48197	348	10
355	25	M	student	60135	354	18
356	32	F	homemaker	92688	357	8
357	26	M	executive	98133	356	6
358	40	M	educator	10022	350	3
359	22	M	student	61801	373	18
360	51	M	other	98027	352	13
361	22	M	student	44074	358	18
362	35	F	homemaker	85233	355	8
363	20	M	student	87501	353	18
364	63	M	engineer	01810	380	4
365	29	M	lawyer	20009	359	9
366	20	F	student	50670	370	18
367	17	M	student	37411	361	18
368	18	M	student	92113	362	18
369	24	M	student	91335	381	18
370	52	M	writer	08534	365	20
371	36	M	engineer	99206	363	4
372	25	F	student	66046	367	18
373	24	F	other	55116	364	13
374	36	M	executive	78746	366	6
375	17	M	entertainment	37777	372	5
376	28	F	other	10010	389	13
377	22	M	student	18015	371	18
378	35	M	student	02859	369	18
379	44	M	programmer	98117	374	14
380	32	M	engineer	55117	375	4
381	33	M	artist	94608	376	1
382	45	M	engineer	01824	378	4
383	42	M	administrator	75204	385	0
384	52	M	programmer	45218	398	14
385	36	M	writer	10003	377	20
386	36	M	salesman	43221	383	16
387	33	M	entertainment	37412	379	5
388	31	M	other	36106	382	13
389	44	F	writer	83702	384	20
390	42	F	writer	85016	386	20
391	23	M	student	84604	391	18
392	52	M	writer	59801	388	20
393	19	M	student	83686	387	18
394	25	M	administrator	96819	390	0
395	43	M	other	44092	399	13
396	57	M	engineer	94551	395	4
397	17	M	student	27514	393	18
398	40	M	other	60008	392	13
399	25	M	other	92374	394	13
400	33	F	administrator	78213	403	0
401	46	F	healthcare	84107	396	7
402	30	M	engineer	95129	397	4
403	37	M	other	06811	401	13
404	29	F	programmer	55108	407	14
405	22	F	healthcare	10019	402	7
406	52	M	educator	93109	404	3
407	29	M	engineer	03261	405	4
408	23	M	student	61755	410	18
409	48	M	administrator	98225	406	0
410	30	F	artist	94025	411	1
411	34	M	educator	44691	412	3
412	25	M	educator	15222	414	3
413	55	M	educator	78212	408	3
414	24	M	programmer	38115	449	14
415	39	M	educator	85711	419	3
416	20	F	student	92626	409	18
417	27	F	other	48103	413	13
418	55	F	none	21206	424	12
419	37	M	lawyer	43215	418	9
420	53	M	educator	02140	415	3
421	38	F	programmer	55105	427	14
422	26	M	entertainment	94533	416	5
423	64	M	other	91606	420	13
424	36	F	marketing	55422	425	11
425	19	M	student	58644	417	18
426	55	M	educator	01602	430	3
427	51	M	doctor	85258	423	2
428	28	M	student	55414	422	18
429	27	M	student	29205	421	18
430	38	M	scientist	98199	432	17
431	24	M	marketing	92629	436	11
432	22	M	entertainment	50311	426	5
433	27	M	artist	11211	429	1
434	16	F	student	49705	433	18
435	24	M	engineer	60007	428	4
436	30	F	administrator	17345	431	0
437	27	F	other	20009	434	13
438	51	F	administrator	43204	435	0
439	23	F	administrator	20817	444	0
440	30	M	other	48076	438	13
441	50	M	technician	55013	475	19
442	22	M	student	85282	437	18
443	35	M	salesman	33308	502	16
444	51	F	lawyer	53202	451	9
445	21	M	writer	92653	439	20
446	57	M	educator	60201	443	3
447	30	M	administrator	55113	440	0
448	23	M	entertainment	10021	452	5
449	23	M	librarian	55021	441	10
450	35	F	educator	11758	442	3
451	16	M	student	48446	445	18
452	35	M	administrator	28018	446	0
453	18	M	student	06333	448	18
454	57	M	other	97330	447	13
455	48	M	administrator	83709	450	0
456	24	M	technician	31820	454	19
457	33	F	salesman	30011	453	16
458	47	M	technician	Y1A6B	455	19
459	22	M	student	29201	457	18
460	44	F	other	60630	458	13
461	15	M	student	98102	459	18
462	19	F	student	02918	456	18
463	48	F	healthcare	75218	465	7
464	60	M	writer	94583	469	20
465	32	M	other	05001	464	13
466	22	M	student	90804	462	18
467	29	M	engineer	91201	460	4
468	28	M	engineer	02341	461	4
469	60	M	educator	78628	468	3
470	24	M	programmer	10021	473	14
471	10	M	student	77459	466	18
472	24	M	student	87544	463	18
473	29	M	student	94708	472	18
474	51	M	executive	93711	467	6
475	30	M	programmer	75230	510	14
476	28	M	student	60440	470	18
477	23	F	student	02125	490	18
478	29	M	other	10019	471	13
479	30	M	educator	55409	476	3
480	57	M	retired	98257	474	15
481	73	M	retired	37771	481	15
482	18	F	student	40256	480	18
483	29	M	scientist	43212	485	17
484	27	M	student	21208	477	18
485	44	F	educator	95821	528	3
486	39	M	educator	93101	478	3
487	22	M	engineer	92121	479	4
488	48	M	technician	21012	492	19
489	55	M	other	45218	486	13
490	29	F	artist	V5A2B	484	1
491	43	F	writer	53711	495	20
492	57	M	educator	94618	482	3
493	22	M	engineer	60090	483	4
494	38	F	administrator	49428	488	0
495	29	M	engineer	03052	489	4
496	21	F	student	55414	487	18
497	20	M	student	50112	491	18
498	26	M	writer	55408	493	20
499	42	M	programmer	75006	494	14
500	28	M	administrator	94305	496	0
501	22	M	student	10025	517	18
502	22	M	student	23092	497	18
503	50	F	writer	27514	498	20
504	40	F	writer	92115	499	20
505	27	F	other	20657	500	13
506	46	M	programmer	03869	501	14
507	18	F	writer	28450	503	20
508	27	M	marketing	19382	505	11
509	23	M	administrator	10011	513	0
510	34	M	other	98038	515	13
511	22	M	student	21250	506	18
512	29	M	other	20090	508	13
513	43	M	administrator	26241	509	0
514	27	M	programmer	20707	504	14
515	53	M	marketing	49508	507	11
516	53	F	librarian	10021	514	10
517	24	M	student	55454	526	18
518	49	F	writer	99709	512	20
519	22	M	other	55320	529	13
520	62	M	healthcare	12603	520	7
521	19	M	student	02146	519	18
522	36	M	engineer	55443	545	4
523	50	F	administrator	04102	511	0
524	56	M	educator	02159	516	3
525	27	F	administrator	19711	518	0
526	30	M	marketing	97124	533	11
527	33	M	librarian	12180	527	10
528	18	M	student	55104	521	18
529	47	F	administrator	44224	525	0
530	29	M	engineer	94040	523	4
531	30	F	salesman	97408	524	16
532	20	M	student	92705	522	18
533	43	M	librarian	02324	530	10
534	20	M	student	05464	535	18
535	45	F	educator	80302	531	3
536	38	M	engineer	30078	532	4
537	36	M	engineer	22902	534	4
538	31	M	scientist	21010	537	17
539	53	F	administrator	80303	540	0
540	28	M	engineer	91201	550	4
541	19	F	student	84302	536	18
542	21	M	student	60515	538	18
543	33	M	scientist	95123	542	17
544	44	F	other	29464	547	13
545	27	M	technician	08052	539	19
546	36	M	executive	22911	544	6
547	50	M	educator	14534	541	3
548	51	M	writer	95468	543	20
549	42	M	scientist	45680	564	17
550	16	F	student	95453	552	18
551	25	M	programmer	55414	546	14
552	45	M	other	68147	549	13
553	58	M	educator	62901	548	3
554	32	M	scientist	62901	551	17
555	29	F	educator	23227	572	3
556	35	F	educator	30606	553	3
557	30	F	writer	11217	559	20
558	56	F	writer	63132	560	20
559	69	M	executive	10022	554	6
560	32	M	student	10003	555	18
561	23	M	engineer	60005	556	4
562	54	F	administrator	20879	567	0
563	39	F	librarian	32707	557	10
564	65	M	retired	94591	561	15
565	40	M	student	55422	562	18
566	20	M	student	14627	558	18
567	24	M	entertainment	10003	565	5
568	39	M	educator	01915	578	3
569	34	M	educator	91903	566	3
570	26	M	educator	14627	590	3
571	34	M	artist	01945	614	1
572	51	M	educator	20003	573	3
573	68	M	retired	48911	563	15
574	56	M	educator	53188	571	3
575	33	M	marketing	46032	574	11
576	48	M	executive	98281	568	6
577	36	F	student	77845	569	18
578	31	M	administrator	M7A1A	595	0
579	32	M	educator	48103	570	3
580	16	M	student	17961	584	18
581	37	M	other	94131	582	13
582	17	M	student	93003	580	18
583	44	M	engineer	29631	588	4
584	25	M	student	27511	575	18
585	69	M	librarian	98501	586	10
586	20	M	student	79508	579	18
587	26	M	other	14216	577	13
588	18	F	student	93063	576	18
589	21	M	lawyer	90034	592	9
590	50	M	educator	82435	585	3
591	57	F	librarian	92093	581	10
592	18	M	student	97520	583	18
593	31	F	educator	68767	587	3
594	46	M	educator	M4J2K	593	3
595	25	M	programmer	31909	601	14
596	20	M	artist	77073	589	1
597	23	M	other	84116	594	13
598	40	F	marketing	43085	638	11
599	22	F	student	R3T5K	591	18
600	34	M	programmer	02320	598	14
601	19	F	artist	99687	596	1
602	47	F	other	34656	597	13
603	21	M	programmer	47905	600	14
604	39	M	educator	11787	619	3
605	33	M	engineer	33716	599	4
606	28	M	programmer	63044	602	14
607	49	F	healthcare	02154	604	7
608	22	M	other	10003	603	13
609	13	F	student	55106	610	18
610	22	M	student	21227	605	18
611	46	M	librarian	77008	606	10
612	36	M	educator	79070	621	3
613	37	F	marketing	29678	616	11
614	54	M	educator	80227	609	3
615	38	M	educator	27705	611	3
616	55	M	scientist	50613	612	17
617	27	F	writer	11201	607	20
618	15	F	student	44212	608	18
619	17	M	student	44134	615	18
620	18	F	writer	81648	613	20
621	17	M	student	60402	618	18
622	25	M	programmer	14850	617	14
623	50	F	educator	60187	623	3
624	19	M	student	30067	620	18
625	27	M	programmer	20723	625	14
626	23	M	scientist	19807	636	17
627	24	M	engineer	08034	622	4
628	13	M	none	94306	624	12
629	46	F	other	44224	626	13
630	26	F	healthcare	55408	632	7
631	18	F	student	38866	629	18
632	18	M	student	55454	628	18
633	35	M	programmer	55414	627	14
634	39	M	engineer	T8H1N	630	4
635	22	M	other	23237	640	13
636	47	M	educator	48043	642	3
637	30	M	other	74101	634	13
638	45	M	engineer	01940	639	4
639	42	F	librarian	12065	631	10
640	20	M	student	61801	635	18
641	24	M	student	60626	665	18
642	18	F	student	95521	633	18
643	39	M	scientist	55122	637	17
644	51	M	retired	63645	641	15
645	27	M	programmer	53211	643	14
646	17	F	student	51250	656	18
647	40	M	educator	45810	645	3
648	43	M	engineer	91351	644	4
649	20	M	student	39762	651	18
650	42	M	engineer	83814	646	4
651	65	M	retired	02903	647	15
652	35	M	other	22911	672	13
653	31	M	executive	55105	649	6
654	27	F	student	78739	648	18
655	50	F	healthcare	60657	650	7
656	48	M	educator	10314	653	3
657	26	F	none	78704	659	12
658	33	M	programmer	92626	652	14
659	31	M	educator	54248	655	3
660	26	M	student	77380	654	18
661	28	M	programmer	98121	662	14
662	55	M	librarian	19102	663	10
663	26	M	other	19341	657	13
664	30	M	engineer	94115	658	4
665	25	M	administrator	55412	660	0
666	44	M	administrator	61820	661	0
667	35	M	librarian	01970	664	10
668	29	F	writer	10016	666	20
669	37	M	other	20009	669	13
670	30	M	technician	21114	689	19
671	21	M	programmer	91919	668	14
672	54	F	administrator	90095	680	0
673	51	M	educator	22906	667	3
674	13	F	student	55337	671	18
675	34	M	other	28814	700	13
676	30	M	programmer	32712	670	14
677	20	M	other	99835	673	13
678	50	M	educator	61462	710	3
679	20	F	student	54302	675	18
680	33	M	lawyer	90405	691	9
681	44	F	marketing	97208	709	11
682	23	M	programmer	55128	674	14
683	42	M	librarian	23509	678	10
684	28	M	student	55414	676	18
685	32	F	librarian	55409	677	10
686	32	M	educator	26506	684	3
687	31	F	healthcare	27713	698	7
688	37	F	administrator	60476	686	0
689	25	M	other	45439	683	13
690	35	M	salesman	63304	682	16
691	34	M	educator	60089	679	3
692	34	M	engineer	18053	681	4
693	43	F	healthcare	85210	685	7
694	60	M	programmer	06365	690	14
695	26	M	writer	38115	699	20
696	55	M	other	94920	717	13
697	25	M	other	77042	687	13
698	28	F	programmer	06906	688	14
699	44	M	other	96754	694	13
700	17	M	student	76309	697	18
701	51	F	librarian	56321	693	10
702	37	M	other	89104	712	13
703	26	M	educator	49512	727	3
704	51	F	librarian	91105	695	10
705	21	F	student	54494	692	18
706	23	M	student	55454	722	18
707	56	F	librarian	19146	696	10
708	26	F	homemaker	96349	701	8
709	21	M	other	N4T1A	702	13
710	19	M	student	92020	704	18
711	22	F	student	15203	703	18
712	22	F	student	54901	705	18
713	42	F	other	07204	707	13
714	26	M	engineer	55343	714	4
715	21	M	technician	91206	706	19
716	36	F	administrator	44265	708	0
717	24	M	technician	84105	715	19
718	42	M	technician	64118	716	19
719	37	F	other	V0R2H	711	13
720	49	F	administrator	16506	723	0
721	24	F	entertainment	11238	713	5
722	50	F	homemaker	17331	718	8
723	26	M	executive	94403	740	6
724	31	M	executive	40243	719	6
725	21	M	student	91711	721	18
726	25	F	administrator	80538	725	0
727	25	M	student	78741	720	18
728	58	M	executive	94306	726	6
729	19	M	student	56567	724	18
730	31	F	scientist	32114	731	17
731	41	F	educator	70403	745	3
732	28	F	other	98405	753	13
733	44	F	other	60630	735	13
734	25	F	other	63108	730	13
735	29	F	healthcare	85719	738	7
736	48	F	writer	94618	729	20
737	30	M	programmer	98072	734	14
738	35	M	technician	95403	728	19
739	35	M	technician	73162	741	19
740	25	F	educator	22206	737	3
741	25	M	writer	63108	747	20
742	35	M	student	29210	733	18
743	31	M	programmer	92660	732	14
744	35	M	marketing	47024	755	11
745	42	M	writer	55113	736	20
746	25	M	engineer	19047	744	4
747	19	M	other	93612	739	13
748	28	M	administrator	94720	743	0
749	33	M	other	80919	742	13
750	28	M	administrator	32303	746	0
751	24	F	other	90034	748	13
752	60	M	retired	21201	751	15
753	56	M	salesman	91206	757	16
754	59	F	librarian	62901	756	10
755	44	F	educator	97007	762	3
756	30	F	none	90247	749	12
757	26	M	student	55104	750	18
758	27	M	student	53706	752	18
759	20	F	student	68503	773	18
760	35	F	other	14211	770	13
761	17	M	student	97302	771	18
762	32	M	administrator	95050	754	0
763	27	M	scientist	02113	758	17
764	27	F	educator	62903	759	3
765	31	M	student	33066	766	18
766	42	M	other	10960	768	13
767	70	M	engineer	00000	760	4
768	29	M	administrator	12866	764	0
769	39	M	executive	06927	761	6
770	28	M	student	14216	781	18
771	26	M	student	15232	763	18
772	50	M	writer	27105	767	20
773	20	M	student	55414	765	18
774	30	M	student	80027	769	18
775	46	M	executive	90036	799	6
776	30	M	librarian	51157	774	10
777	63	M	programmer	01810	772	14
778	34	M	student	01960	777	18
779	31	M	student	K7L5J	776	18
780	49	M	programmer	94560	775	14
781	20	M	student	48825	789	18
782	21	F	artist	33205	778	1
783	30	M	marketing	77081	786	11
784	47	M	administrator	91040	780	0
785	32	M	engineer	23322	787	4
786	36	F	engineer	01754	779	4
787	18	F	student	98620	785	18
788	51	M	administrator	05779	782	0
789	29	M	other	55420	783	13
790	27	M	technician	80913	784	19
791	31	M	educator	20064	794	3
792	40	M	programmer	12205	800	14
793	22	M	student	85281	792	18
794	32	M	educator	57197	788	3
795	30	M	programmer	08610	791	14
796	32	F	writer	33755	790	20
797	44	F	other	62522	805	13
798	40	F	writer	64131	793	20
799	49	F	administrator	19716	801	0
800	25	M	programmer	55337	796	14
801	22	M	writer	92154	806	20
802	35	M	administrator	34105	795	0
803	70	M	administrator	78212	798	0
804	39	M	educator	61820	797	3
805	27	F	other	20009	802	13
806	27	M	marketing	11217	803	11
807	41	F	healthcare	93555	804	7
808	45	M	salesman	90016	822	16
809	50	F	marketing	30803	807	11
810	55	F	other	80526	833	13
811	40	F	educator	73013	818	3
812	22	M	technician	76234	813	19
813	14	F	student	02136	839	18
814	30	M	other	12345	812	13
815	32	M	other	28806	808	13
816	34	M	other	20755	827	13
817	19	M	student	60152	809	18
818	28	M	librarian	27514	811	10
819	59	M	administrator	40205	831	0
820	22	M	student	37725	858	18
821	37	M	engineer	77845	810	4
822	29	F	librarian	53144	843	10
823	27	M	artist	50322	814	1
824	31	M	other	15017	852	13
825	44	M	engineer	05452	815	4
826	28	M	artist	77048	820	1
827	23	F	engineer	80228	816	4
828	28	M	librarian	85282	823	10
829	48	M	writer	80209	817	20
830	46	M	programmer	53066	819	14
831	21	M	other	33765	821	13
832	24	M	technician	77042	832	19
833	34	M	writer	90019	825	20
834	26	M	other	64153	836	13
835	44	F	executive	11577	824	6
836	44	M	artist	10018	826	1
837	36	F	artist	55409	838	1
838	23	M	student	01375	828	18
839	38	F	entertainment	90814	829	5
840	39	M	artist	55406	830	1
841	45	M	doctor	47401	854	2
842	40	M	writer	93055	840	20
843	35	M	librarian	44212	835	10
844	22	M	engineer	95662	834	4
845	64	M	doctor	97405	853	2
846	27	M	lawyer	47130	837	9
847	29	M	student	55417	841	18
848	46	M	engineer	02146	842	4
849	15	F	student	25652	846	18
850	34	M	technician	78390	848	19
851	18	M	other	29646	845	13
852	46	M	administrator	94086	844	0
853	49	M	writer	40515	850	20
854	29	F	student	55408	847	18
855	53	M	librarian	04988	851	10
856	43	F	marketing	97215	857	11
857	35	F	administrator	V1G4L	861	0
858	63	M	educator	09645	849	3
859	18	F	other	06492	855	13
