224	1000
358	1001
966	1002
675	1003
991	1004
633	1005
1102	1006
1163	1007
1413	1008
924	1009
976	1010
825	1011
389	1012
978	1013
444	1014
362	1015
1442	1016
1419	1017
1241	1018
613	1019
656	1020
734	1021
946	1022
1172	1023
1108	1024
1074	1025
1187	1026
856	1027
1212	1028
1105	1029
6	1030
964	1031
1043	1032
398	1033
694	1034
1072	1035
1141	1036
733	1037
1051	1038
1478	1039
19	1040
1210	1041
962	1042
1203	1043
563	1044
1097	1045
458	1046
871	1047
1062	1048
608	1049
1283	1050
557	1051
936	1052
551	1053
782	1054
1225	1055
1050	1056
986	1057
1188	1058
1272	1059
1268	1060
415	1061
646	1062
902	1063
555	1064
383	1065
1239	1066
1277	1067
681	1068
934	1069
972	1070
1152	1071
645	1072
664	1073
795	1074
940	1075
783	1076
373	1077
713	1078
1126	1079
342	1080
1127	1081
1503	1082
818	1083
896	1084
351	1085
1004	1086
1008	1087
1226	1088
639	1089
422	1090
1002	1091
1495	1092
1401	1093
1040	1094
1312	1095
537	1096
1487	1097
1192	1098
1136	1099
1227	1100
865	1101
1128	1102
1032	1103
1071	1104
503	1105
1253	1106
1378	1107
753	1108
1124	1109
1270	1110
1089	1111
1190	1112
1459	1113
1202	1114
637	1115
390	1116
349	1117
538	1118
601	1119
698	1120
1386	1121
1168	1122
1023	1123
437	1124
1276	1125
933	1126
1077	1127
968	1128
1120	1129
1221	1130
956	1131
353	1132
1244	1133
759	1134
1024	1135
1425	1136
1409	1137
1254	1138
112	1139
1232	1140
888	1141
1213	1142
1258	1143
854	1144
236	1145
834	1146
1083	1147
1368	1148
889	1149
1466	1150
893	1151
776	1152
1282	1153
952	1154
1054	1155
46	1156
1480	1157
1297	1158
1167	1159
1300	1160
1446	1161
1143	1162
1294	1163
1489	1164
800	1165
1088	1166
989	1167
1085	1168
1473	1169
1303	1170
881	1171
1529	1172
1175	1173
594	1174
18	1175
1274	1176
970	1177
1479	1178
541	1179
1367	1180
388	1181
837	1182
1296	1183
565	1184
1045	1185
1166	1186
1427	1187
1385	1188
862	1189
967	1190
1087	1191
1449	1192
592	1193
890	1194
998	1195
985	1196
1231	1197
885	1198
669	1199
1438	1200
1068	1201
1219	1202
667	1203
545	1204
1140	1205
726	1206
1056	1207
1524	1208
247	1209
1285	1210
1058	1211
1247	1212
35	1213
1527	1214
916	1215
1301	1216
1148	1217
1388	1218
1353	1219
1530	1220
803	1221
1313	1222
1405	1223
459	1224
1469	1225
1404	1226
994	1227
1076	1228
1271	1229
1177	1230
1092	1231
1302	1232
701	1233
706	1234
914	1235
130	1236
1195	1237
1273	1238
1396	1239
75	1240
534	1241
1379	1242
1279	1243
1439	1244
1193	1245
804	1246
668	1247
1075	1248
1434	1249
1176	1250
1456	1251
1534	1252
1531	1253
400	1254
1421	1255
1555	1256
730	1257
1454	1258
1441	1259
1103	1260
1174	1261
1344	1262
798	1263
1392	1264
1517	1265
1264	1266
1470	1267
1406	1268
935	1269
891	1270
1121	1271
1252	1272
1029	1273
912	1274
1200	1275
1305	1276
1400	1277
1375	1278
1501	1279
1435	1280
1395	1281
1333	1282
1591	1283
1269	1284
909	1285
1154	1286
1237	1287
1038	1288
1214	1289
1522	1290
1238	1291
296	1292
1280	1293
1138	1294
1512	1295
1287	1296
1483	1297
1031	1298
917	1299
920	1300
1111	1301
1412	1302
1185	1303
1337	1304
1592	1305
1399	1306
1173	1307
1159	1308
1468	1309
1355	1310
1437	1311
1204	1312
1426	1313
1311	1314
1326	1315
1496	1316
981	1317
899	1318
1598	1319
1514	1320
1558	1321
1415	1322
438	1323
1597	1324
446	1325
1205	1326
1255	1327
1431	1328
666	1329
1540	1330
1243	1331
1511	1332
1381	1333
1055	1334
1440	1335
1171	1336
1620	1337
1474	1338
1145	1339
799	1340
1615	1341
1475	1342
1234	1343
1335	1344
1251	1345
1233	1346
1380	1347
1509	1348
