154	238	5	884197193
55	25	3	881105817
155	223	3	891964230
30	197	3	882078830
131	239	5	877720297
24	118	3	879197562
156	240	4	879138713
157	241	5	884733766
154	242	5	884196584
152	243	2	879436785
3	160	3	880606667
70	172	4	878183616
58	244	5	882140588
131	238	5	877722736
158	168	4	876956264
76	68	2	875270655
159	239	5	879465631
12	40	5	876041644
160	245	5	887646170
161	246	3	877136138
162	211	3	889909840
91	247	4	879967478
35	248	1	878961781
162	221	3	889911285
118	249	4	878542699
118	250	4	875072547
162	251	5	889906967
130	228	3	880937813
90	252	4	891725009
91	242	4	879967767
153	144	2	874784266
30	253	3	882077222
30	254	3	882075672
163	255	1	892440172
95	256	3	878769848
70	257	3	878181976
149	258	3	877488316
23	259	4	887739521
15	260	5	879467959
164	261	3	890588547
165	262	2	891435680
166	263	5	882126156
67	264	4	887347350
37	147	4	874792436
167	265	1	888442575
27	266	3	875747514
71	267	4	878970785
58	216	5	881515011
168	268	3	885775745
11	77	2	875806800
133	269	5	889241426
80	270	4	891384424
114	64	4	880129731
65	76	3	875656201
23	271	4	887739292
169	217	3	888105691
170	1	4	891560253
52	272	3	888206409
12	102	5	884129409
131	273	5	877726146
171	274	3	892302309
83	275	4	885848448
83	276	3	885849325
172	277	5	888640356
147	278	3	876197678
70	103	3	878182109
54	13	3	879876917
121	157	4	877879172
128	279	2	879454663
173	280	4	880130397
121	281	2	879664906
22	282	3	889503806
83	283	4	885849447
8	284	4	886324486
105	285	2	888068912
90	286	3	891722802
116	287	3	874953895
39	288	3	877888677
174	251	3	880433418
170	289	4	891560842
98	144	3	875975110
175	290	5	874951695
176	102	5	891409839
58	214	2	888073635
17	291	3	879527264
19	292	4	892334543
23	293	4	887740700
23	294	4	887737036
100	295	5	891447773
90	6	4	891721889
110	296	3	875310824
128	297	5	879455254
104	298	3	891390477
154	59	5	884196921
177	289	3	891732334
178	299	5	877544218
19	300	3	892079140
167	140	2	888465972
25	301	1	892434626
100	302	1	891456255
38	303	4	891353444
19	304	3	892078343
147	136	2	876197645
123	305	3	882922661
26	306	3	888801465
58	307	4	890704999
47	308	4	882827532
179	309	3	890116671
117	310	5	882165296
180	311	5	891299752
3	307	3	880605697
75	312	4	875314001
98	124	4	883956189
127	313	2	880309089
129	273	5	879528710
67	314	2	886474216
181	315	3	880579371
144	316	3	875239422
45	317	4	879641067
169	318	4	888106106
30	319	4	882075994
182	20	3	889737542
65	232	2	875653665
70	320	4	878181739
110	314	3	875310745
68	118	5	888905550
103	321	5	878955442
28	322	2	876861185
58	91	4	882139901
52	323	5	888205921
111	324	4	875636198
126	303	5	879454956
97	325	5	886432749
183	326	3	881260203
103	58	4	878870518
153	53	2	874786926
91	68	4	879968827
184	216	4	889179478
35	327	1	878962955
18	328	4	875086354
82	329	4	878089963
41	271	3	884114275
60	330	5	883327734
35	331	2	878961814
20	332	3	887038665
42	24	5	875334088
81	182	3	880245642
81	333	4	880233810
174	120	4	880434463
65	334	3	875660408
58	335	3	882774224
103	311	4	878956338
11	60	5	875806672
185	336	2	881009697
46	83	1	885678886
72	290	3	891904214
186	337	2	879216672
138	34	4	879517412
100	338	2	891451610
102	339	2	881705026
82	340	5	878089921
187	22	5	881433689
41	341	2	884112077
188	148	4	882049932
189	98	4	891679939
132	78	4	891438875
165	342	4	891436202
35	343	1	878961586
63	344	5	893264301
118	59	4	887431883
15	345	4	879468375
22	346	3	879737314
159	347	4	879465242
70	348	2	877563913
140	201	4	892668197
68	349	3	888906655
190	254	4	890595859
15	350	3	879544791
191	351	4	884402860
53	352	3	880037334
6	266	4	881171009
38	258	3	891352178
192	353	3	886977926
193	78	4	888625753
100	30	5	891457067
180	135	5	891299514
136	354	3	884150257
194	355	4	875244204
53	356	5	880036515
51	240	4	885852757
32	357	5	880473582
63	62	4	893266205
22	243	3	877618584
93	95	3	886121516
12	358	5	884129962
159	118	4	879465653
162	359	4	889909024
27	360	2	875746985
58	76	4	882397650
5	21	3	884183063
195	361	4	889655435
10	362	4	879376178
43	363	2	884923505
130	364	5	880934806
27	365	3	875747688
72	366	3	891904596
65	367	4	875653723
73	368	3	879362356
143	101	4	879283480
15	113	4	879468459
117	369	2	882164603
53	79	3	880036854
196	370	2	889402389
185	371	4	880125101
14	172	4	888103872
145	372	3	889127811
90	373	2	891720862
197	85	2	881200457
116	198	3	874953794
91	374	1	879966954
90	375	1	891723593
198	302	3	885613067
199	376	1	883245452
67	76	4	886474580
182	377	4	879365491
129	311	2	879524293
200	86	4	881014015
145	268	3	889123257
37	378	4	889174849
37	379	3	874787526
19	359	4	892079140
35	380	1	878962006
175	381	1	874951293
68	382	3	888905229
93	383	5	886123656
39	384	5	877886722
176	4	3	891409070
37	385	3	874792945
23	66	4	887736584
194	386	4	875246759
201	387	4	883681514
110	388	2	876518557
181	389	3	880572642
85	390	3	884208173
202	391	4	880484286
35	392	1	878962918
141	393	4	881368891
19	394	3	892335501
80	395	4	891382309
145	396	4	889124890
91	36	5	879966839
203	397	2	887855283
3	6	4	880606634
80	360	3	891382310
34	86	3	886890787
8	309	3	886323684
20	92	5	874781742
175	12	2	874951382
204	52	4	888605273
205	242	3	891700453
206	100	3	886374129
30	249	4	882078228
53	318	3	880036783
80	339	2	891382392
23	398	3	887738760
52	364	3	888203053
90	399	4	891721462
116	400	4	875216933
115	401	3	891352136
119	402	5	892679480
95	242	2	884714249
10	297	4	879373613
37	13	3	874791871
35	401	1	878963121
207	403	3	880147407
47	302	4	882824291
208	278	4	889070087
209	243	4	891271203
59	241	4	879024127
23	404	5	887737293
210	405	2	884050393
100	235	4	891447062
143	363	3	877122695
70	310	3	881059677
104	406	3	891390544
100	407	1	891448072
58	408	4	882141924
202	364	5	880485043
100	225	4	891448800
184	409	5	889179253
211	196	5	888513447
119	25	3	892679460
138	410	5	879519556
83	196	2	885848102
70	411	2	881059117
166	412	3	882126156
39	209	4	877892210
2	413	3	878887112
133	414	3	889242857
95	415	1	884714492
75	416	4	875313859
100	29	1	891449406
9	31	5	883600680
64	417	4	879988184
5	52	4	884125629
212	331	1	881703044
213	144	1	879633567
214	113	5	875384647
215	418	5	879297545
216	419	4	891034835
136	338	4	884151119
39	49	5	877891747
211	52	4	888513664
217	280	3	891264267
43	420	1	884923445
58	421	1	883670672
37	422	4	874790826
3	324	2	880607205
63	216	5	893265263
218	0	5	883888671
10	87	4	879373008
37	423	4	874792907
140	186	4	891544052
219	181	4	876504354
70	64	3	878183043
205	315	5	891700751
60	258	5	883326122
119	309	4	892683275
55	17	5	881105817
118	179	5	875072442
58	424	4	882397582
220	360	4	877556988
120	245	1	879455311
221	94	4	883524249
205	425	3	891702304
3	377	4	880604077
222	426	4	878746946
38	427	4	891352134
47	111	4	882826915
47	364	3	882823833
24	162	3	880572658
19	428	3	892333865
33	12	5	884238887
181	189	2	880563471
185	139	5	880124306
100	238	2	891448850
116	429	3	876252497
93	430	4	886123530
121	431	3	875506839
55	432	5	881108147
43	433	2	884923372
54	226	4	879876702
161	40	3	877135677
117	189	4	882164406
65	143	3	875654798
35	365	2	878963418
103	181	1	878955115
65	434	2	876175582
56	435	5	881105561
43	436	4	884922831
223	302	5	878945579
224	437	5	875072583
114	9	4	880129731
111	438	1	878844423
179	439	3	890116254
145	332	4	889127921
169	276	4	888105940
80	440	5	891383866
225	441	4	879434819
111	442	2	875635723
2	443	5	878887983
226	50	4	884365485
73	407	5	879362183
37	317	4	874792547
70	321	5	878183043
53	444	4	880035887
22	260	4	878192311
118	199	5	889751711
23	445	3	887741461
227	166	4	879525778
70	446	3	878183512
35	402	4	878962623
12	229	5	884129542
3	447	4	880606243
80	86	5	891384789
228	166	5	883108324
180	102	4	891298336
177	144	4	891732335
75	448	4	892864663
229	419	4	888550774
206	449	2	886892127
105	1	4	888065432
11	221	5	877531406
230	40	3	888284313
2	328	4	878887227
19	200	4	892078890
62	98	3	891548959
120	86	3	879456204
110	450	4	876514002
90	451	3	891722678
223	136	4	878945840
38	452	5	891352010
110	338	2	875744501
131	398	5	877717956
196	453	3	889402298
32	454	4	880474293
65	58	4	875640800
184	455	5	889179032
119	456	5	892679308
231	29	4	884534968
19	188	3	891227851
205	69	2	891702486
23	359	5	887738760
37	239	5	874787441
141	457	3	881368302
16	458	4	879270511
102	432	3	880838306
96	414	2	879790874
41	130	3	886013700
35	459	2	878962623
138	434	4	879518319
180	201	4	891299387
138	460	4	879518279
41	461	4	884112800
232	462	3	888705966
233	196	5	880557539
151	436	2	880134532
68	57	3	888906070
95	278	3	878768882
37	52	5	874786488
58	306	5	882397833
208	147	3	889069782
127	463	4	880308256
63	59	5	893264466
70	37	4	878183684
234	464	5	891458193
71	402	3	878970681
203	95	3	887855087
35	344	1	878962675
126	328	4	892838865
98	465	4	884029430
58	466	1	882142057
7	339	2	891628883
55	467	3	881108548
157	81	4	884753202
18	468	5	874835165
110	106	3	875742822
96	469	3	879792220
19	404	3	892334680
235	117	3	882820803
179	379	5	890116575
151	470	3	880133116
236	435	4	888185947
122	471	5	888550130
86	444	5	884287927
237	60	4	880915258
238	117	3	884584426
195	472	4	889655162
26	422	3	888803537
157	161	3	884752562
80	473	5	891383319
1	474	5	879023663
92	463	5	878347915
214	475	5	875385198
38	435	5	891351624
105	476	2	888068651
10	208	1	879374969
55	196	4	881106072
47	477	4	882827834
102	3	2	879454782
157	5	5	884732407
88	409	2	892243079
119	336	4	892911290
176	187	1	891409564
11	478	4	878141681
80	157	3	891382121
35	479	1	878962349
138	480	4	879517062
14	191	4	888082495
128	111	4	879454977
194	481	3	875246662
113	482	1	883601089
121	200	5	877124871
19	483	3	892079237
38	105	5	891351653
54	231	5	879875774
239	484	1	877835102
92	456	5	883613334
219	485	4	876504442
17	161	3	879521474
90	296	3	891722933
21	486	4	892738277
240	49	4	879879720
202	40	5	880484286
35	487	1	878962675
130	1	4	880928519
80	407	4	891384357
35	488	2	878962997
11	240	4	877531537
137	489	4	892242403
226	490	2	884365357
65	402	5	875640679
175	491	1	874951798
3	368	1	880602264
35	136	4	878962919
186	492	4	879216529
237	425	2	880916070
92	154	5	878348289
3	256	4	880606043
118	6	4	878542441
158	86	5	876954456
22	16	2	889502756
90	493	3	891723883
11	207	4	877533058
184	130	5	889181247
81	398	5	880245145
67	402	3	886472369
10	436	2	879376483
47	114	4	882826982
17	94	4	879522819
110	134	3	875745160
224	56	5	875072674
37	95	4	874786366
151	183	4	880135069
121	302	3	881681663
124	170	1	891170745
8	494	4	886323937
241	495	3	879439078
182	496	4	889739212
170	261	3	891560753
38	283	5	891353011
52	497	5	888204997
166	139	5	882027109
39	498	3	877888944
175	499	4	874951382
88	500	4	884304328
17	501	3	879549996
38	113	5	891353543
146	387	5	875076827
220	98	5	877557028
24	502	4	879196354
131	34	5	877720733
52	144	4	888206809
226	494	3	884365075
56	503	4	881105516
98	504	4	883955224
209	357	4	891271545
195	422	5	889655619
126	480	5	892836309
40	51	3	885329671
15	454	5	879468547
67	283	3	886474396
242	505	1	883217030
167	403	2	888442275
80	506	5	891383912
9	507	4	883601713
75	508	1	875297433
11	153	4	875807004
70	394	3	878183565
144	379	5	875239383
55	84	3	881108873
116	162	4	875801778
67	240	3	886472466
181	355	1	880563641
202	74	2	880485726
3	509	3	880601905
9	403	2	883600406
135	175	4	882157285
117	154	3	882164727
26	58	1	888801316
167	510	4	888465201
175	511	5	874951695
189	403	4	891680028
114	180	5	880129628
51	12	4	885852817
87	192	3	886989501
158	31	5	876955868
107	77	5	876974133
127	244	4	880307940
9	157	2	883268278
243	166	5	879459859
91	111	4	879968029
8	67	4	886323525
162	512	2	889912691
11	288	5	877532470
75	513	3	888465209
117	9	5	882165103
194	170	5	875245462
244	48	3	879013617
245	514	2	891042938
72	253	3	891905896
41	504	5	884114471
222	52	5	878746685
203	117	3	887854726
57	96	2	879669401
169	364	4	888104122
35	165	1	878963275
181	474	4	880578814
102	515	3	879455021
103	220	3	878955973
70	123	1	878184290
62	229	3	891550649
165	516	4	891435704
149	96	3	877488366
97	517	5	886432989
147	307	3	880314383
107	364	1	876974198
110	518	4	876513830
28	299	4	876858346
239	141	4	878019342
14	185	4	888082468
111	519	1	875636493
46	87	5	885678724
229	520	5	888552084
56	500	4	881104148
53	201	4	880037203
102	182	3	882813248
127	151	5	880307072
65	521	2	886443708
38	522	3	891351772
54	205	2	879876813
42	523	4	875334340
118	524	2	878542201
19	439	2	892079538
70	525	5	878184113
246	239	5	875322758
38	197	3	891354639
95	216	3	878769410
124	200	3	891170824
0	526	4	881251863
119	527	4	892683275
95	528	3	876311344
38	529	2	891353357
117	530	4	882164644
218	216	4	883889102
75	392	5	875296891
23	531	3	887738151
131	389	5	877722736
178	179	3	877128388
174	532	4	880434940
76	216	5	875271896
206	346	4	886372527
99	364	3	883450643
92	533	3	878347818
247	431	3	885272654
248	140	4	891015319
125	24	4	877019411
176	184	4	891409070
175	150	5	874951695
75	534	3	875298314
184	535	5	889181015
221	485	5	883526288
144	217	4	875239125
15	208	4	879467361
1	305	1	879023607
193	292	3	888625754
167	131	2	888465739
90	166	3	885870665
184	34	5	889178833
176	536	5	891409839
205	24	4	891700426
118	140	3	874965739
14	518	1	888103729
15	537	1	879543831
60	538	4	883327734
85	157	4	884204501
184	539	5	889178887
9	191	3	883601277
139	540	4	876374419
102	400	4	882995615
87	541	3	886988574
162	295	3	889908462
46	376	1	885678436
58	542	2	882398763
41	81	4	884112201
140	543	3	891544465
154	182	4	884197264
70	544	3	878182589
75	545	4	875314144
208	356	2	889070109
102	477	3	879828720
184	29	3	889178762
58	546	4	882141727
17	172	3	879527421
228	547	5	883108476
181	185	3	880572950
202	161	4	880484523
52	110	2	888204466
248	186	3	891014373
136	548	3	884151344
10	356	5	879375169
85	29	3	884207833
186	549	4	879217509
97	463	5	886514261
80	297	5	891383241
116	550	3	880396702
142	551	2	891375260
215	50	5	879297965
147	542	3	875154718
226	31	5	884364502
239	261	4	883295500
116	552	4	876251160
100	350	1	891456350
11	553	5	877532965
38	212	3	891354217
119	12	5	892679439
13	247	5	887730676
184	500	5	889180446
191	544	4	884403531
144	553	2	875239691
45	554	3	879572284
90	555	2	891723706
99	402	4	883452307
147	6	4	880314031
78	556	3	879858003
18	557	4	875086354
126	92	1	892836623
136	416	4	884068521
226	500	4	884963365
30	558	4	882076146
207	97	5	880149074
3	161	4	880605665
147	194	2	875154535
249	151	4	879443288
85	23	2	884206513
3	193	4	880608037
115	549	4	891371676
129	431	3	879542688
250	99	1	890286933
246	254	5	875323003
83	203	3	885849419
143	559	3	879283385
133	560	3	877819265
19	46	2	892335042
51	232	3	885852301
68	148	3	888904653
41	50	3	884111312
210	412	1	884050661
58	52	5	882140354
121	208	2	877125350
229	357	5	888552084
248	474	4	891016220
169	549	4	888104191
224	154	4	875074329
37	495	4	874786419
76	561	1	882182634
53	29	4	880037418
127	114	4	887665549
35	562	3	878963086
181	293	4	880581344
121	563	3	876198301
221	166	4	883526268
137	564	5	890881557
251	565	2	883512658
61	156	5	883698495
202	566	5	880484370
252	567	4	886047442
7	320	4	891628501
40	489	4	885328991
253	62	4	881452685
104	568	3	891388286
10	9	2	879374640
18	542	4	875086920
99	569	4	883452711
68	570	2	888907527
121	390	3	875991047
17	359	4	879520813
181	320	3	880578711
215	302	4	879297442
144	89	5	874954260
35	213	1	878961749
213	177	4	879633745
72	284	4	891904300
23	571	4	887737647
145	572	4	889126943
144	29	3	875239018
54	573	4	879877008
82	247	2	878091682
73	357	5	879362124
1	574	4	891719774
254	437	4	891699426
132	575	3	891438351
111	576	1	875721432
18	413	3	875086534
255	189	5	877107640
76	577	2	875272833
38	533	5	891351685
37	135	5	874792907
127	347	5	880307751
26	578	3	888803537
256	101	1	881371140
10	1	3	879371909
105	579	3	888065577
110	153	3	875742647
121	197	2	877822854
248	580	5	891015049
11	467	3	877532173
75	367	5	875296435
37	5	5	889174904
10	571	4	879373821
67	61	1	886475980
127	320	4	880308690
27	49	5	875747319
131	185	5	877719333
144	502	2	875239914
80	581	5	891383866
102	86	2	879452769
55	31	4	881106711
15	526	4	879484981
223	357	5	878944679
167	582	3	888442436
90	583	4	885873006
162	31	4	889908539
68	584	3	888907527
231	503	4	884534968
114	585	3	880130764
208	586	1	889070011
12	335	4	884127082
41	574	1	884140751
154	12	5	884196640
38	264	3	892133739
0	377	4	881251728
166	66	3	882145465
53	53	4	880036747
117	529	4	882152471
91	356	4	879967225
129	587	3	879524564
38	199	3	891351287
11	588	5	877533224
108	176	4	875537441
23	589	4	887736743
245	561	2	891625949
95	131	1	878768741
23	314	4	887739257
52	181	1	888203658
182	590	3	889739539
76	131	2	885557506
257	153	4	881198966
175	495	4	874950889
190	489	4	890595313
121	203	3	878104594
85	121	3	884208173
257	280	3	881197771
13	422	4	887730589
35	133	1	878962392
151	443	2	880134296
258	591	3	888407741
210	77	2	884050309
259	592	4	883782854
62	593	2	891549841
144	86	4	874954497
37	313	4	877934828
22	594	4	877877649
68	331	2	888904353
30	595	2	882079446
118	337	4	875072125
196	151	4	889401906
191	160	4	884402860
18	87	4	874833827
38	8	5	891353892
139	145	4	877661496
9	596	4	883602212
260	597	3	879727153
140	140	4	891543241
162	598	4	889909691
261	10	3	879543487
17	262	1	879524216
24	208	4	879196231
51	10	4	885853415
9	94	4	883601365
25	599	1	892433660
248	314	4	891029877
2	46	3	878888025
96	600	3	879793715
116	601	3	880396494
113	52	5	883601425
175	457	1	874951054
96	101	3	879791948
262	1	5	888180227
70	407	5	878183285
263	169	4	875028123
129	602	4	879542460
264	469	5	877888346
58	450	3	882397502
92	157	4	878340824
15	542	4	879483510
131	217	2	877717833
158	290	5	876954927
231	140	5	884535433
126	200	5	879454309
59	558	5	879024043
110	603	2	875743978
18	68	5	874833668
19	450	3	892335372
184	102	5	889178798
120	604	3	879455166
90	524	2	891723807
265	217	4	882848925
62	57	3	891550684
95	34	4	878770027
76	605	3	888396967
205	302	3	891700925
266	206	1	892151366
47	275	4	882826306
143	606	4	877123315
39	607	5	877888613
192	604	3	876451911
153	157	5	876785704
23	101	4	887736696
221	608	4	883524320
224	77	3	875073648
214	494	5	875385007
43	383	4	884921794
19	31	4	892078567
17	554	3	879522917
90	609	4	885873423
16	283	4	879270769
254	49	4	891698613
96	239	5	879793022
156	0	3	879138235
62	610	3	891550067
46	82	4	885680374
127	611	4	880308690
116	104	4	877984546
97	293	5	886513729
117	483	5	882164231
52	145	4	888204349
124	367	1	891171174
3	525	3	880607489
82	53	4	878091818
98	13	3	883956468
190	371	5	890595636
55	612	2	881108815
33	613	5	884239744
16	614	4	879270327
171	144	3	891206450
70	190	2	883816184
267	116	3	892004275
268	339	1	884967253
237	82	5	880915942
105	208	1	888069513
15	183	4	879467959
227	615	5	879525987
252	495	5	886047292
269	616	1	889237269
119	372	3	892683895
92	68	4	878341343
245	140	4	891033697
235	236	4	882821942
90	101	4	885870231
116	606	3	876251944
185	52	5	880124648
15	617	1	879543418
109	618	5	885412840
17	254	4	879521856
151	609	4	880134261
119	511	4	892679067
96	619	3	879791816
140	148	4	891543227
65	587	4	875656164
224	102	5	875073128
88	321	5	884305353
3	88	5	880606385
177	268	4	891732393
5	84	4	884183406
67	472	4	886472400
202	595	3	880485197
131	93	5	877722736
129	620	5	879524199
76	550	3	875272195
12	432	5	884128499
231	10	3	884535840
144	50	4	875239658
254	220	5	891699296
129	297	5	879524368
87	201	3	886988449
8	174	5	886323068
238	157	5	884584338
92	412	4	878346997
1	621	3	879023571
140	564	4	891544414
139	96	4	880610814
167	485	2	888465347
254	221	2	891699491
118	12	4	878873388
262	144	1	888179833
202	135	4	880484587
119	622	3	892679374
90	623	5	891725332
230	624	4	888284710
137	101	5	890881294
110	193	2	876513785
37	35	3	880913705
127	625	3	880307140
110	626	3	875309344
70	627	3	881060155
75	217	4	875306910
111	628	1	875635807
163	604	4	884992603
154	629	5	884197330
114	179	3	880130515
58	630	5	882139901
54	347	5	879875734
39	510	5	877889186
35	98	3	878961227
153	507	4	874785843
7	207	3	891628630
19	182	3	892079190
22	336	2	877880041
113	24	3	883601324
81	101	5	881432488
32	96	3	880475245
209	631	2	891271697
93	394	2	886122031
267	243	5	892002352
169	521	3	888104805
59	596	4	879024279
182	477	2	889740286
111	24	4	875635748
37	240	5	874787526
10	477	5	879375588
184	355	5	889178689
68	632	3	888905520
116	29	5	875216932
93	422	4	886123596
228	273	5	883108797
246	610	5	875322875
75	633	3	875314334
269	117	1	889237247
161	340	3	877136564
74	634	4	877636556
62	635	1	891548802
46	30	3	888469392
184	258	3	889180338
28	250	5	876862078
108	626	4	875538028
15	636	2	879544629
130	637	5	880935294
92	225	3	878347392
13	320	5	887736454
196	165	4	889402340
22	412	2	877878414
77	338	3	881961671
8	156	3	886324276
114	470	3	880131236
95	252	1	884713755
181	638	4	880564570
121	86	4	876079113
65	639	1	875660468
181	24	4	880563619
120	12	3	879455730
88	276	5	884304812
15	640	4	879466771
207	83	5	880148782
17	250	2	879551380
65	46	3	875655961
157	527	3	884752924
3	264	3	880606533
173	251	2	880130481
201	592	3	883681561
176	1	3	891409070
270	357	4	879035347
102	641	3	879829618
138	546	4	879518714
35	24	3	878962392
261	177	4	879544145
75	102	4	875310606
118	642	5	874965970
114	356	4	880130640
37	201	4	882659211
54	145	5	879875940
173	191	1	880131088
103	431	4	878955139
126	260	5	879454532
91	434	4	879969349
18	643	5	874871766
51	96	4	885852337
206	130	5	889225463
83	216	3	885848559
111	644	3	875635225
223	175	5	878944406
136	135	5	884065035
226	142	2	884366187
129	63	5	879524368
259	139	5	883782509
41	93	3	884112801
46	17	1	885679157
72	406	4	891903067
52	172	4	888206254
162	28	3	889907971
70	33	4	878183336
